seed,shoulder_pan,shoulder_lift,elbow_flex,wrist_flex,wrist_roll,gripper,clamp_joint_count,any_clamp,clamped_joints,l2_error_vs_gt_deg
0,0.744161,1.363122,-8.887914,-0.347309,0.217127,0.011977,1,1,"elbow_flex",5.221758
1,0.899917,9.562249,-6.994649,-1.044392,0.394659,-0.009654,2,1,"shoulder_lift;elbow_flex",6.774598
2,2.486445,-1.214240,-2.663823,-0.463566,0.331246,0.020964,0,0,"",6.028510
3,2.431483,-0.800567,-6.005498,0.370663,0.219565,0.380477,1,1,"elbow_flex",5.804608
4,-0.139585,-0.532454,-4.737080,-0.564533,0.664144,0.996590,0,0,"",4.399193
5,2.292033,1.820100,-5.219998,0.280441,0.422883,-0.355110,0,0,"",3.804623
6,2.290723,-1.674865,-4.589703,-0.063778,0.069489,0.031872,0,0,"",6.098396
7,1.836692,3.477342,-6.203427,0.221371,0.240022,-0.517356,1,1,"elbow_flex",3.368331
8,1.820773,-0.850524,-1.672231,-0.083778,0.819724,-0.045930,0,0,"",5.898079
9,1.739776,-0.766600,-4.083897,-0.916485,0.122576,-0.382135,0,0,"",4.947178
10,1.428010,4.046510,-6.075856,-0.582683,0.146516,0.255103,1,1,"elbow_flex",2.862296
11,1.830428,-0.722121,-4.635121,-0.221866,0.526459,0.429429,0,0,"",5.105306
12,1.947530,-6.508139,-1.153905,-0.971680,-0.119555,0.798684,1,1,"shoulder_lift",10.945247
13,3.340673,0.055123,-4.115392,-0.107181,0.570190,0.182028,0,0,"",5.476155
14,1.023026,0.797685,-4.852841,-0.894516,0.295072,0.071101,0,0,"",3.293074
15,0.727960,5.122979,-6.744824,-0.924908,0.383021,-0.331880,1,1,"elbow_flex",3.172513
16,0.374549,4.165658,-7.843701,0.989765,0.425119,0.598994,1,1,"elbow_flex",4.316780
17,0.969501,1.442872,-2.610402,-1.407253,0.347652,-0.320547,0,0,"",3.257601
18,2.283868,-0.540641,-3.711408,-0.350544,-0.269501,0.473786,0,0,"",5.230232
19,2.541398,-0.568496,0.641681,-2.623119,1.148484,0.826260,0,0,"",7.613962
