seed,shoulder_pan,shoulder_lift,elbow_flex,wrist_flex,wrist_roll,gripper,clamp_joint_count,any_clamp,clamped_joints,l2_error_vs_gt_deg
0,-4.321729,4.547609,-26.178365,1.455235,0.576524,-0.698625,1,1,"elbow_flex",22.085327
1,-3.415807,17.604448,-15.162053,0.365803,0.877116,-0.736465,2,1,"shoulder_lift;elbow_flex",17.718444
2,0.400277,-1.669883,-6.047612,-0.548344,0.676811,-0.675464,1,1,"elbow_flex",5.837059
3,1.052129,1.517594,-16.365567,2.124050,0.543309,-0.176252,1,1,"elbow_flex",12.182177
4,-6.639514,3.288636,-13.268308,0.194508,0.941764,1.226831,2,1,"shoulder_pan;elbow_flex",11.185528
5,0.554307,7.810380,-10.400609,2.850422,0.687140,-2.983489,2,1,"shoulder_lift;elbow_flex",7.985004
6,0.555106,1.265733,-10.782918,1.701405,0.286282,-1.220329,1,1,"elbow_flex",6.935255
7,-1.519258,7.149461,-11.492390,1.373104,0.490838,-2.802194,2,1,"shoulder_lift;elbow_flex",8.291702
8,-3.791490,1.954019,-6.075124,1.015961,0.902516,-0.154191,1,1,"elbow_flex",4.814258
9,0.118011,-0.902953,-11.190671,0.431763,0.514713,-3.072332,1,1,"elbow_flex",8.600916
10,-0.808557,7.314172,-11.679776,-0.703972,0.613258,0.802570,2,1,"shoulder_lift;elbow_flex",8.084457
11,-0.955174,-0.814246,-12.350446,0.628544,0.776905,-0.154130,1,1,"elbow_flex",9.163947
12,-2.162116,-10.119193,-8.773663,-1.960796,0.127983,1.455391,2,1,"shoulder_lift;elbow_flex",15.045311
13,3.448527,4.346711,-9.861165,1.672947,0.763575,-1.078538,1,1,"elbow_flex",6.470515
14,-3.172057,2.689256,-13.649068,-1.626476,0.627034,-0.733379,1,1,"elbow_flex",9.914375
15,-4.968792,9.635034,-14.667043,-0.672741,0.747420,-0.633682,3,1,"shoulder_pan;shoulder_lift;elbow_flex",12.741738
16,-4.224643,12.340539,-17.457341,3.924336,0.736164,-0.014984,2,1,"shoulder_lift;elbow_flex",16.448663
17,-4.678334,3.020372,-4.012059,-3.242489,0.563764,-2.709627,1,1,"shoulder_pan",6.539145
18,1.122222,0.477403,-9.978314,-0.087177,-0.007020,0.409028,1,1,"elbow_flex",6.464378
19,-0.922805,-0.472403,0.469356,-5.883243,1.121797,0.321334,1,1,"wrist_flex",9.220921
