seed,shoulder_pan,shoulder_lift,elbow_flex,wrist_flex,wrist_roll,gripper,clamp_joint_count,any_clamp,clamped_joints,l2_error_vs_gt_deg
0,-2.031253,5.030084,-12.151471,0.017712,0.234539,-0.002260,1,1,"elbow_flex",7.953657
1,-2.614566,11.905114,-10.295415,-1.570660,0.340330,-0.126989,2,1,"shoulder_lift;elbow_flex",10.395629
2,-0.285239,2.107812,-6.205319,-1.323360,0.293650,-0.157901,1,1,"elbow_flex",2.897037
3,0.187514,2.236566,-8.873799,0.478874,0.213803,0.041646,1,1,"elbow_flex",4.591980
4,-2.542264,3.317865,-8.049855,-0.953289,0.464929,0.381665,1,1,"elbow_flex",4.654310
5,-0.680314,5.396356,-9.116277,0.717819,0.345992,-0.431079,2,1,"shoulder_lift;elbow_flex",4.875939
6,-0.826674,1.209054,-7.438992,-0.031967,0.105587,-0.092933,1,1,"elbow_flex",4.025109
7,-1.062058,6.370858,-9.158780,-0.339733,0.226357,-0.813482,2,1,"shoulder_lift;elbow_flex",5.393724
8,-1.633771,2.963739,-5.634106,-0.417354,0.451128,-0.072557,0,0,"",2.426694
9,-1.261512,2.888414,-7.988896,-0.629570,0.220023,-0.159801,1,1,"elbow_flex",3.904961
10,-1.050006,6.413278,-8.885808,-1.124821,0.230021,0.013382,2,1,"shoulder_lift;elbow_flex",5.313960
11,-1.019670,3.180123,-8.082730,-0.429466,0.400553,0.107266,1,1,"elbow_flex",3.843049
12,-1.293027,-1.432151,-5.433667,-1.566875,0.048337,0.386144,0,0,"",5.884860
13,0.305232,3.186463,-7.458943,-0.053581,0.405203,-0.112434,1,1,"elbow_flex",2.988117
14,-1.505208,3.871926,-8.116277,-1.444363,0.245132,-0.210975,1,1,"elbow_flex",4.239650
15,-2.124896,8.089730,-9.545712,-1.566685,0.321517,-0.298114,2,1,"shoulder_lift;elbow_flex",7.126219
16,-2.453355,6.851297,-10.167310,0.994633,0.371117,0.061280,2,1,"shoulder_lift;elbow_flex",6.898797
17,-1.439137,3.545404,-6.042149,-2.182743,0.260245,-0.621068,1,1,"elbow_flex",3.275811
18,-0.428382,2.906587,-7.207669,-1.133495,-0.041012,-0.031820,1,1,"elbow_flex",3.150722
19,-0.975251,3.598649,-3.176755,-3.566692,0.639436,0.737646,0,0,"",4.410847
