seed,shoulder_pan,shoulder_lift,elbow_flex,wrist_flex,wrist_roll,gripper,clamp_joint_count,any_clamp,clamped_joints,l2_error_vs_gt_deg
0,-4.190080,6.192926,-16.214261,1.177818,0.348359,0.515828,2,1,"shoulder_lift;elbow_flex",12.681051
1,-2.935161,15.430238,-11.706128,-0.473453,0.532270,0.025582,2,1,"shoulder_lift;elbow_flex",13.950805
2,-1.345351,1.987878,-5.422551,0.419148,0.444504,0.133844,0,0,"",2.651683
3,-0.580947,3.801500,-11.128964,2.803417,0.328698,0.498750,1,1,"elbow_flex",7.108128
4,-5.253847,4.709466,-8.918973,0.359417,0.700015,1.999672,2,1,"shoulder_pan;elbow_flex",7.398544
5,-0.980666,7.364778,-7.251927,2.544521,0.521384,-1.017301,2,1,"shoulder_lift;elbow_flex",5.174468
6,-0.880263,3.049493,-8.103696,2.021526,0.137241,-0.005789,1,1,"elbow_flex",4.165390
7,-1.962287,7.730165,-8.766118,1.502358,0.273834,-1.124355,2,1,"shoulder_lift;elbow_flex",6.255860
8,-3.975518,2.879243,-4.848050,0.907894,0.648894,0.423676,0,0,"",4.453922
9,-2.056628,2.123788,-7.195561,0.503666,0.305379,-0.914606,1,1,"elbow_flex",3.907792
10,-2.287648,10.201844,-9.807706,-0.044445,0.357860,0.723647,2,1,"shoulder_lift;elbow_flex",8.631676
11,-2.124501,3.454980,-8.445844,1.153011,0.595772,1.109151,1,1,"elbow_flex",4.849727
12,-2.512063,-4.815459,-5.300206,-0.505611,0.074310,1.778987,0,0,"",9.384197
13,-0.498664,5.064546,-7.018887,1.304020,0.602012,0.178197,1,1,"elbow_flex",3.092651
14,-3.500703,5.205918,-9.054288,-0.802959,0.379295,0.594607,2,1,"shoulder_lift;elbow_flex",6.092127
15,-4.070121,10.460946,-11.388074,-0.417538,0.467477,0.353578,2,1,"shoulder_lift;elbow_flex",10.417920
16,-4.846640,9.823762,-12.252629,3.254788,0.530891,0.996632,3,1,"shoulder_pan;shoulder_lift;elbow_flex",11.417268
17,-4.823071,5.538179,-4.321347,-1.753925,0.410732,-0.975547,2,1,"shoulder_pan;shoulder_lift",5.695292
18,-0.482831,2.987023,-6.550343,0.256130,-0.056526,0.320667,1,1,"elbow_flex",2.317106
19,-2.602799,2.070321,-0.470593,-3.831604,0.930067,1.248005,0,0,"",6.931499
