seed,shoulder_pan,shoulder_lift,elbow_flex,wrist_flex,wrist_roll,gripper,clamp_joint_count,any_clamp,clamped_joints,l2_error_vs_gt_deg
0,-2.659821,7.246293,-12.411069,1.106396,0.266930,0.151866,2,1,"shoulder_lift;elbow_flex",9.020071
1,-1.334237,13.598741,-9.617894,0.214306,0.373517,-0.162410,2,1,"shoulder_lift;elbow_flex",11.055700
2,-0.738418,4.350923,-5.422833,0.747162,0.354378,0.664607,0,0,"",1.779654
3,-0.660598,5.089715,-8.854642,2.085011,0.261989,0.542961,1,1,"elbow_flex",4.950966
4,-2.416900,5.797799,-8.218877,0.607639,0.463821,1.144880,2,1,"shoulder_lift;elbow_flex",5.102575
5,-0.942174,7.323571,-8.085133,1.930351,0.304036,-0.030917,2,1,"shoulder_lift;elbow_flex",5.328537
6,-1.333592,3.832353,-7.231145,1.935257,0.137566,0.292173,1,1,"elbow_flex",3.534426
7,-1.556979,8.374276,-8.208241,1.352348,0.219082,-0.781239,2,1,"shoulder_lift;elbow_flex",6.148566
8,-1.466458,5.485200,-4.791837,1.493622,0.468714,0.152809,1,1,"shoulder_lift",2.738737
9,-1.511313,5.531823,-8.093106,1.013920,0.279048,-0.220193,2,1,"shoulder_lift;elbow_flex",4.299354
10,-1.266717,9.277543,-8.915631,0.388035,0.250391,0.844931,2,1,"shoulder_lift;elbow_flex",7.165073
11,-1.194188,4.626901,-7.564092,1.139996,0.420396,0.813349,1,1,"elbow_flex",3.679771
12,-1.298738,-0.088485,-6.127461,0.852326,0.166029,1.183219,1,1,"elbow_flex",4.779583
13,-0.426682,5.502977,-7.467618,1.367138,0.413866,0.434043,2,1,"shoulder_lift;elbow_flex",3.648303
14,-1.674436,6.805864,-7.968510,0.166058,0.320058,0.129551,2,1,"shoulder_lift;elbow_flex",4.865185
15,-2.216029,10.158662,-9.127728,0.074120,0.331478,0.051736,2,1,"shoulder_lift;elbow_flex",8.123391
16,-3.053746,9.768472,-10.951459,2.650162,0.343839,0.698172,2,1,"shoulder_lift;elbow_flex",9.618889
17,-2.053239,6.505456,-5.194035,-0.225220,0.293198,-0.259747,1,1,"shoulder_lift",3.550515
18,-0.106986,5.377343,-7.619435,1.481991,0.038993,0.464451,2,1,"shoulder_lift;elbow_flex",3.689053
19,-0.649449,5.745286,-2.558766,-1.321789,0.747975,1.098185,1,1,"shoulder_lift",3.677676
