seed,shoulder_pan,shoulder_lift,elbow_flex,wrist_flex,wrist_roll,gripper,clamp_joint_count,any_clamp,clamped_joints,l2_error_vs_gt_deg
0,-2.939195,8.549417,-13.307599,0.905369,0.216557,0.326092,2,1,"shoulder_lift;elbow_flex",10.399738
1,-1.486037,14.817903,-10.282155,-0.101772,0.321960,0.001114,2,1,"shoulder_lift;elbow_flex",12.455808
2,-0.862939,5.501817,-6.060185,0.456410,0.310856,0.827419,2,1,"shoulder_lift;elbow_flex",2.714879
3,-0.824800,6.366693,-9.516179,1.788929,0.216594,0.679755,2,1,"shoulder_lift;elbow_flex",5.900798
4,-2.552157,7.108773,-8.789265,0.248856,0.406306,1.342977,2,1,"shoulder_lift;elbow_flex",6.195216
5,-1.035123,8.408197,-8.747395,1.669289,0.247473,0.134221,2,1,"shoulder_lift;elbow_flex",6.447745
6,-1.456672,5.122552,-7.897488,1.620289,0.095862,0.491909,1,1,"elbow_flex",4.203301
7,-1.677934,9.617608,-8.850392,1.097103,0.180615,-0.599932,2,1,"shoulder_lift;elbow_flex",7.439592
8,-1.533513,6.610681,-5.467885,1.155174,0.416741,0.281019,1,1,"shoulder_lift",3.558501
9,-1.640052,6.776040,-8.682011,0.731728,0.224510,-0.043067,2,1,"shoulder_lift;elbow_flex",5.359856
10,-1.376027,10.627648,-9.740979,0.091007,0.205658,1.016764,2,1,"shoulder_lift;elbow_flex",8.732980
11,-1.396714,5.913385,-8.423482,0.875996,0.378472,0.946260,2,1,"shoulder_lift;elbow_flex",4.838702
12,-1.348817,0.816232,-6.440869,0.491680,0.123704,1.340232,1,1,"elbow_flex",4.225070
13,-0.586320,6.696023,-8.068013,1.000904,0.358332,0.596552,2,1,"shoulder_lift;elbow_flex",4.706453
14,-1.767629,8.104699,-8.671246,-0.206402,0.272637,0.280902,2,1,"shoulder_lift;elbow_flex",6.232988
15,-2.425420,11.433969,-9.850888,-0.240383,0.286411,0.201086,2,1,"shoulder_lift;elbow_flex",9.593953
16,-3.270326,11.101815,-11.718961,2.406582,0.291581,0.928119,2,1,"shoulder_lift;elbow_flex",11.006851
17,-2.059800,7.595285,-5.667912,-0.613926,0.244129,-0.099239,1,1,"shoulder_lift",4.566429
18,-0.060073,6.297509,-7.839932,1.100628,-0.004138,0.652891,2,1,"shoulder_lift;elbow_flex",4.252964
19,-0.700641,6.647271,-3.195950,-1.663303,0.694330,1.277680,1,1,"shoulder_lift",4.149952
