seed,shoulder_pan,shoulder_lift,elbow_flex,wrist_flex,wrist_roll,gripper,clamp_joint_count,any_clamp,clamped_joints,l2_error_vs_gt_deg
0,-1.997139,6.332283,-11.716809,1.200451,0.196163,0.647268,2,1,"shoulder_lift;elbow_flex",7.950162
1,-0.325642,13.116287,-8.659207,0.295498,0.314467,0.251934,2,1,"shoulder_lift;elbow_flex",10.130595
2,-0.006178,3.164909,-4.230176,0.833618,0.304319,0.997545,0,0,"",1.716594
3,0.147535,3.831512,-7.822347,2.257877,0.198232,0.967892,1,1,"elbow_flex",4.023074
4,-1.762124,5.041275,-7.060307,0.671890,0.426868,1.600711,1,1,"elbow_flex",3.908205
5,-0.222241,6.401611,-6.790967,2.178322,0.240472,0.277288,2,1,"shoulder_lift;elbow_flex",3.951264
6,-0.533530,2.584373,-5.974629,2.092671,0.046668,0.646022,1,1,"elbow_flex",2.908742
7,-0.882168,7.251205,-6.916341,1.522633,0.143008,-0.476869,2,1,"shoulder_lift;elbow_flex",4.431008
8,-0.810893,4.455108,-3.557271,1.553219,0.419666,0.480128,0,0,"",2.261893
9,-0.827826,4.380615,-6.852910,1.177616,0.210203,0.126206,1,1,"elbow_flex",2.735559
10,-0.315785,8.700332,-7.975743,0.541908,0.182808,1.269433,2,1,"shoulder_lift;elbow_flex",6.131247
11,-0.500237,3.604393,-6.537587,1.246128,0.380433,1.238010,1,1,"elbow_flex",2.815395
12,-0.614047,-1.614289,-5.102376,0.814053,0.073818,1.636773,0,0,"",5.927250
13,0.422658,4.394607,-6.170857,1.476586,0.361067,0.807209,1,1,"elbow_flex",2.410985
14,-0.900822,5.821640,-6.918538,0.112789,0.248668,0.593608,2,1,"shoulder_lift;elbow_flex",3.352931
15,-1.463194,9.350677,-8.153165,0.105915,0.268575,0.514411,2,1,"shoulder_lift;elbow_flex",6.789662
16,-2.346406,9.052360,-9.813512,2.840164,0.281719,1.095563,2,1,"shoulder_lift;elbow_flex",8.322842
17,-1.355538,5.552635,-3.843716,-0.280712,0.223415,0.048435,1,1,"shoulder_lift",2.502484
18,0.907695,4.351043,-6.471791,1.613880,-0.082022,0.896142,1,1,"elbow_flex",2.764311
19,0.359973,4.877220,-1.482709,-1.248520,0.708005,1.598204,0,0,"",4.164219
