seed,shoulder_pan,shoulder_lift,elbow_flex,wrist_flex,wrist_roll,gripper,clamp_joint_count,any_clamp,clamped_joints,l2_error_vs_gt_deg
0,-6.215102,3.200280,-17.462231,-0.610294,0.325190,0.643081,2,1,"shoulder_pan;elbow_flex",14.426419
1,-5.502989,14.844186,-3.101857,-4.669193,0.525650,-0.151569,3,1,"shoulder_pan;shoulder_lift;wrist_flex",13.391079
2,-2.436265,-8.470855,7.251025,-3.465542,0.406478,1.020538,2,1,"shoulder_lift;elbow_flex",17.762669
3,-1.662862,-4.744147,-4.346974,0.917805,0.239564,1.108422,0,0,"",8.958983
4,-9.433725,-1.064666,0.776393,-3.080799,0.747523,2.614062,1,1,"shoulder_pan",12.882422
5,-2.808175,4.107621,1.263461,1.103138,0.472124,-1.262008,0,0,"",6.745434
6,-1.008487,-5.379035,0.221851,-0.315334,0.039322,0.831665,1,1,"shoulder_lift",10.580354
7,-3.711471,5.426866,-2.606015,-1.066021,0.196296,-1.463056,1,1,"shoulder_lift",4.961390
8,-5.903888,-5.554404,9.629085,-2.625301,0.703505,0.099574,3,1,"shoulder_pan;shoulder_lift;elbow_flex",18.372537
9,-2.619430,-5.167685,0.316737,-2.087345,0.265246,-0.619813,1,1,"shoulder_lift",10.923447
10,-3.948333,5.895120,-1.307530,-3.747230,0.288789,2.022415,1,1,"shoulder_lift",7.309758
11,-3.373891,-4.829192,0.297809,-1.714054,0.647830,1.715520,0,0,"",10.991543
12,-2.982093,-20.769599,7.308223,-4.447979,-0.157714,3.539798,3,1,"shoulder_lift;elbow_flex;wrist_flex",28.211084
13,1.305078,-2.672927,3.967204,-1.241684,0.556069,0.418421,0,0,"",10.991797
14,-5.073795,-0.652266,-1.058926,-5.032265,0.265411,1.390332,2,1,"shoulder_pan;wrist_flex",9.554069
15,-6.149458,7.315950,-3.293782,-5.061725,0.465810,-0.097713,3,1,"shoulder_pan;shoulder_lift;wrist_flex",9.049549
16,-7.227317,8.799806,-6.018063,2.344799,0.510249,1.191267,3,1,"shoulder_pan;shoulder_lift;elbow_flex",9.394551
17,-6.222229,-1.190703,7.994922,-7.278118,0.304148,-1.003179,3,1,"shoulder_pan;elbow_flex;wrist_flex",16.804271
18,-0.880334,-6.890242,3.502322,-2.993267,-0.339622,2.153025,1,1,"shoulder_lift",14.116152
19,-2.418757,-11.360816,18.723499,-11.815933,1.090849,2.749840,3,1,"shoulder_lift;elbow_flex;wrist_flex",30.643718
