seed,shoulder_pan,shoulder_lift,elbow_flex,wrist_flex,wrist_roll,gripper,clamp_joint_count,any_clamp,clamped_joints,l2_error_vs_gt_deg
0,-3.208728,7.873674,-13.655186,0.968693,0.231992,0.366918,2,1,"shoulder_lift;elbow_flex",10.504989
1,-1.834453,14.093736,-10.565015,0.137169,0.330009,0.013664,2,1,"shoulder_lift;elbow_flex",12.012337
2,-1.160508,4.828332,-6.239796,0.594006,0.325843,0.818439,1,1,"elbow_flex",2.637671
3,-1.049962,5.595178,-9.715230,1.914112,0.234461,0.726235,2,1,"shoulder_lift;elbow_flex",5.879303
4,-2.910104,6.413240,-8.921521,0.410763,0.420823,1.311059,2,1,"shoulder_lift;elbow_flex",6.124056
5,-1.450248,7.587747,-8.922040,1.833065,0.265065,0.136798,2,1,"shoulder_lift;elbow_flex",6.161519
6,-1.711020,4.417230,-8.027119,1.762356,0.106786,0.534320,1,1,"elbow_flex",4.318748
7,-1.964507,8.754068,-9.101468,1.240055,0.188099,-0.590163,2,1,"shoulder_lift;elbow_flex",7.054620
8,-1.857549,5.904489,-5.666936,1.295731,0.432032,0.272666,1,1,"shoulder_lift",3.341892
9,-1.890117,6.021394,-8.886807,0.817822,0.243466,-0.033470,2,1,"shoulder_lift;elbow_flex",5.263095
10,-1.666623,9.771356,-9.821423,0.319496,0.212104,0.998923,2,1,"shoulder_lift;elbow_flex",8.196900
11,-1.665252,5.180085,-8.468312,1.015553,0.387650,0.983364,2,1,"shoulder_lift;elbow_flex",4.745320
12,-1.625958,0.323381,-6.766965,0.614201,0.141015,1.339396,1,1,"elbow_flex",4.838146
13,-0.834533,5.926179,-8.165707,1.134625,0.374222,0.582505,2,1,"shoulder_lift;elbow_flex",4.441735
14,-2.017755,7.325303,-8.785764,-0.026771,0.283723,0.284630,2,1,"shoulder_lift;elbow_flex",5.892560
15,-2.711392,10.608842,-10.011624,-0.036915,0.296247,0.216705,2,1,"shoulder_lift;elbow_flex",9.132133
16,-3.668262,10.454896,-12.082982,2.618008,0.307257,0.960203,2,1,"shoulder_lift;elbow_flex",11.021709
17,-2.317914,6.800492,-5.699788,-0.453674,0.248100,-0.100265,1,1,"shoulder_lift",4.075395
18,-0.335622,5.711007,-8.201871,1.278172,0.004559,0.698663,2,1,"shoulder_lift;elbow_flex",4.323221
19,-0.915971,5.959748,-3.330640,-1.451668,0.691253,1.226927,1,1,"shoulder_lift",3.607784
