seed,shoulder_pan,shoulder_lift,elbow_flex,wrist_flex,wrist_roll,gripper,clamp_joint_count,any_clamp,clamped_joints,l2_error_vs_gt_deg
0,-2.655038,5.858964,-12.424451,0.806675,0.251457,-0.035352,2,1,"shoulder_lift;elbow_flex",8.573227
1,-1.079431,12.016832,-10.829167,0.088154,0.368175,-0.566395,2,1,"shoulder_lift;elbow_flex",10.337960
2,-0.804612,3.358644,-6.522916,0.594723,0.334919,0.383770,1,1,"elbow_flex",2.382508
3,-0.907216,3.718393,-8.986173,1.656345,0.267124,0.200021,1,1,"elbow_flex",4.770846
4,-2.259326,4.674218,-9.136029,0.378262,0.441828,0.675461,1,1,"elbow_flex",5.321253
5,-0.993815,5.847757,-9.067860,1.573876,0.315966,-0.252204,2,1,"shoulder_lift;elbow_flex",5.207016
6,-1.555955,2.790910,-8.130353,1.588928,0.171095,0.042965,1,1,"elbow_flex",4.311492
7,-1.531207,6.901918,-9.358273,1.338417,0.254957,-0.799582,2,1,"shoulder_lift;elbow_flex",6.017494
8,-1.374850,4.725137,-6.820439,1.133068,0.427748,-0.061051,1,1,"elbow_flex",3.028065
9,-1.636401,4.022035,-8.564969,0.715893,0.270106,-0.397265,1,1,"elbow_flex",4.391706
10,-1.134509,7.502839,-9.615132,0.197720,0.235232,0.442783,2,1,"shoulder_lift;elbow_flex",6.372965
11,-1.129014,3.969842,-8.411214,0.938404,0.403875,0.508907,1,1,"elbow_flex",4.191562
12,-1.445527,0.079744,-7.328587,0.647156,0.160634,0.872272,1,1,"elbow_flex",5.100169
13,-0.587510,4.106897,-8.213696,0.975159,0.400028,0.231258,1,1,"elbow_flex",3.834293
14,-1.457433,5.657006,-8.914265,0.035923,0.298770,-0.113333,2,1,"shoulder_lift;elbow_flex",4.957284
15,-1.882676,8.942956,-10.421002,-0.031711,0.318951,-0.289380,2,1,"shoulder_lift;elbow_flex",7.995393
16,-2.836144,8.157678,-11.911565,2.323460,0.350412,0.448359,2,1,"shoulder_lift;elbow_flex",9.269131
17,-1.719798,5.100259,-7.018849,-0.245815,0.272831,-0.362469,1,1,"elbow_flex",3.352127
18,-0.489766,4.231225,-8.602849,1.384030,0.078675,-0.027666,1,1,"elbow_flex",4.236072
19,-0.845166,4.954866,-5.076848,-0.960758,0.684990,0.644177,0,0,"",2.315179
