seed,shoulder_pan,shoulder_lift,elbow_flex,wrist_flex,wrist_roll,gripper,clamp_joint_count,any_clamp,clamped_joints,l2_error_vs_gt_deg
0,-1.588353,7.552673,-9.797974,0.399433,0.183352,0.716961,2,1,"shoulder_lift;elbow_flex",10.870401
1,0.147723,14.846397,-6.311607,-0.494820,0.311969,0.395998,2,1,"shoulder_lift;elbow_flex",15.299438
2,0.670674,4.420258,-2.113121,0.078934,0.295947,1.098599,0,0,"",4.758698
3,0.732614,5.107407,-6.020531,1.549812,0.189924,1.051989,1,1,"elbow_flex",7.125098
4,-1.384089,6.295952,-4.982574,-0.098373,0.421154,1.698195,1,1,"shoulder_lift",7.070004
5,0.430263,7.984215,-4.497986,1.367569,0.235661,0.366672,1,1,"shoulder_lift",8.585706
6,0.072181,4.040474,-4.149437,1.392662,0.040742,0.775775,0,0,"",5.137103
7,-0.288661,8.809509,-5.087326,0.799927,0.129407,-0.383920,1,1,"shoulder_lift",9.305354
8,-0.357358,5.938614,-1.342537,0.808861,0.418886,0.569425,1,1,"shoulder_lift",6.022088
9,-0.293941,5.707077,-4.869423,0.468082,0.203944,0.248739,1,1,"shoulder_lift",6.397378
10,0.238006,10.426842,-5.872368,-0.199715,0.178166,1.387923,2,1,"shoulder_lift;elbow_flex",11.111992
11,0.089000,5.025810,-4.588898,0.535408,0.379032,1.328912,0,0,"",5.941787
12,-0.103902,-0.544685,-3.095123,0.037617,0.069893,1.755803,0,0,"",2.693622
13,1.088794,5.927528,-3.884605,0.688988,0.356750,0.889393,1,1,"shoulder_lift",6.636829
14,-0.418115,7.263474,-4.971878,-0.552647,0.246859,0.662620,1,1,"shoulder_lift",7.720242
15,-1.041047,11.012527,-6.032585,-0.638664,0.268421,0.642290,2,1,"shoulder_lift;elbow_flex",11.547072
16,-1.976703,10.601700,-7.729599,2.037437,0.281601,1.246720,2,1,"shoulder_lift;elbow_flex",12.326981
17,-0.999761,7.205971,-1.794899,-0.960835,0.224840,0.162570,1,1,"shoulder_lift",6.950967
18,1.461137,5.642815,-4.439850,0.892220,-0.089480,0.969706,1,1,"shoulder_lift",6.778549
19,0.904103,6.495277,0.913010,-2.054516,0.719291,1.720717,1,1,"shoulder_lift",7.467709
