seed,shoulder_pan,shoulder_lift,elbow_flex,wrist_flex,wrist_roll,gripper,clamp_joint_count,any_clamp,clamped_joints,l2_error_vs_gt_deg
0,-2.350142,5.650834,-12.505666,0.884159,0.369096,0.460116,2,1,"shoulder_lift;elbow_flex",8.548469
1,-0.775989,12.781922,-9.196462,-0.060070,0.491891,0.149099,2,1,"shoulder_lift;elbow_flex",10.098711
2,-0.274457,2.917619,-4.718457,0.469299,0.462419,0.958006,0,0,"",1.766137
3,-0.145522,3.323968,-8.252484,1.824314,0.357341,0.864164,1,1,"elbow_flex",4.219782
4,-2.203887,4.432954,-7.357472,0.258488,0.585516,1.571444,1,1,"elbow_flex",4.188023
5,-0.460025,6.108728,-7.336408,1.762837,0.412051,0.196687,2,1,"shoulder_lift;elbow_flex",3.965869
6,-0.829514,2.248483,-6.426442,1.632385,0.224358,0.565937,1,1,"elbow_flex",3.129613
7,-1.176600,6.973672,-7.618558,1.122189,0.315037,-0.548082,2,1,"shoulder_lift;elbow_flex",4.639022
8,-1.117742,4.211373,-3.944302,1.197529,0.586428,0.448133,0,0,"",2.060251
9,-1.037406,3.817948,-7.378560,0.774227,0.373318,0.025832,1,1,"elbow_flex",3.122562
10,-0.751822,8.204660,-8.432599,0.104794,0.350472,1.197182,2,1,"shoulder_lift;elbow_flex",6.062106
11,-0.644824,3.165116,-7.014394,0.820698,0.544303,1.158970,1,1,"elbow_flex",3.142558
12,-0.894536,-2.183211,-5.473325,0.480618,0.227464,1.589231,0,0,"",6.505306
13,0.259711,4.016381,-6.480992,1.023724,0.528407,0.704695,1,1,"elbow_flex",2.364078
14,-1.343377,5.337022,-7.396825,-0.221657,0.415167,0.471454,2,1,"shoulder_lift;elbow_flex",3.644015
15,-1.842650,9.070657,-8.803365,-0.233471,0.447648,0.355411,2,1,"shoulder_lift;elbow_flex",7.044875
16,-2.792632,8.755777,-10.437810,2.476456,0.457567,1.057616,2,1,"shoulder_lift;elbow_flex",8.596145
17,-1.650706,5.330865,-4.246816,-0.658298,0.379180,-0.025905,1,1,"shoulder_lift",2.586169
18,0.667827,3.773675,-6.715298,1.234467,0.096858,0.850219,1,1,"elbow_flex",2.664095
19,0.027820,4.608590,-1.868123,-1.605358,0.864858,1.557833,0,0,"",3.986057
