seed,shoulder_pan,shoulder_lift,elbow_flex,wrist_flex,wrist_roll,gripper,clamp_joint_count,any_clamp,clamped_joints,l2_error_vs_gt_deg
0,-3.051681,6.411531,-23.367963,1.390221,0.655203,0.665145,2,1,"shoulder_lift;elbow_flex",19.488996
1,-2.244699,20.556962,-15.131978,-0.894932,1.719084,1.407176,3,1,"shoulder_lift;elbow_flex;wrist_roll",20.323135
2,0.678401,-1.341239,-5.671079,-0.747616,1.287475,0.552584,1,1,"wrist_roll",5.429781
3,0.866984,1.488244,-14.546437,2.118244,0.811053,0.686425,1,1,"elbow_flex",10.989533
4,-4.445810,4.530267,-13.285153,-0.848041,2.624582,2.788928,2,1,"elbow_flex;wrist_roll",10.483818
5,0.046182,7.685731,-9.313870,2.176796,1.823236,-1.102571,3,1,"shoulder_lift;elbow_flex;wrist_roll",7.479715
6,0.578847,0.308335,-9.216527,1.308087,-0.154861,-0.277851,1,1,"elbow_flex",6.373513
7,-0.368413,6.765374,-11.156827,1.089699,0.490971,-1.117559,2,1,"shoulder_lift;elbow_flex",7.827154
8,-2.499413,3.043733,-7.094823,0.924156,2.650463,1.140444,2,1,"elbow_flex;wrist_roll",4.849267
9,0.220933,-0.180030,-9.300465,-0.698135,0.776985,-1.020908,1,1,"elbow_flex",6.258968
10,-0.270431,10.027833,-13.526250,-0.772583,0.753724,1.151658,2,1,"shoulder_lift;elbow_flex",11.317830
11,0.490890,0.231469,-10.748654,-0.171226,2.235559,0.415875,2,1,"elbow_flex;wrist_roll",7.625729
12,-0.264245,-12.719504,-5.158681,-2.743011,-0.586201,2.512765,1,1,"shoulder_lift",16.611049
13,2.648898,4.311700,-8.154363,0.670967,1.858242,0.976108,2,1,"elbow_flex;wrist_roll",5.815011
14,-1.955279,3.455613,-12.804547,-2.221226,0.941518,1.072660,1,1,"elbow_flex",8.699710
15,-3.391314,12.783540,-14.874013,-1.890682,1.490364,0.798352,3,1,"shoulder_lift;elbow_flex;wrist_roll",14.352636
16,-3.730272,10.979203,-15.355908,2.879368,1.679360,2.122900,3,1,"shoulder_lift;elbow_flex;wrist_roll",14.447073
17,-3.197048,4.952943,-4.960553,-3.356293,1.002955,-1.167285,0,0,"",3.883810
18,1.947167,-0.681846,-8.165555,-0.688488,-1.733172,1.091481,2,1,"elbow_flex;wrist_roll",6.650329
19,1.838183,0.719117,0.183246,-7.433407,3.518711,2.074906,2,1,"wrist_flex;wrist_roll",9.677241
