seed,shoulder_pan,shoulder_lift,elbow_flex,wrist_flex,wrist_roll,gripper,clamp_joint_count,any_clamp,clamped_joints,l2_error_vs_gt_deg
0,-1.594634,6.121559,-11.556683,0.974419,0.323543,0.248449,2,1,"shoulder_lift;elbow_flex",7.580090
1,0.123908,13.145775,-8.299420,-0.022846,0.439885,0.090539,2,1,"shoulder_lift;elbow_flex",10.007838
2,0.435351,3.215927,-4.033665,0.619209,0.418156,0.760031,0,0,"",1.554541
3,0.453965,3.688873,-7.610692,1.968182,0.316034,0.645019,1,1,"elbow_flex",3.638089
4,-1.146962,4.704895,-6.617070,0.400738,0.535677,1.342422,1,1,"elbow_flex",3.105980
5,0.280252,6.354950,-6.570683,1.874718,0.356227,0.062424,2,1,"shoulder_lift;elbow_flex",3.619655
6,-0.178040,2.576645,-5.849286,1.821217,0.184045,0.394121,1,1,"elbow_flex",2.542912
7,-0.474084,7.332939,-6.808728,1.257809,0.267253,-0.686161,2,1,"shoulder_lift;elbow_flex",4.309830
8,-0.197698,4.350212,-3.232900,1.299908,0.532003,0.278919,0,0,"",2.048106
9,-0.464816,4.222015,-6.674428,0.946476,0.333665,-0.158599,1,1,"elbow_flex",2.346844
10,0.110131,8.672287,-7.790944,0.244892,0.313051,1.057755,2,1,"shoulder_lift;elbow_flex",5.935683
11,0.041045,3.394272,-6.126119,0.984295,0.494842,0.920224,1,1,"elbow_flex",2.234080
12,-0.141950,-1.711068,-4.913853,0.674809,0.197455,1.246338,0,0,"",5.836458
13,0.970237,4.271164,-5.762975,1.153820,0.481294,0.567161,1,1,"elbow_flex",2.024038
14,-0.510055,5.808929,-6.681928,-0.088161,0.375339,0.344632,2,1,"shoulder_lift;elbow_flex",3.043184
15,-0.993787,9.390510,-8.018864,-0.124775,0.396842,0.243566,2,1,"shoulder_lift;elbow_flex",6.642397
16,-1.769063,8.926536,-9.628125,2.516956,0.402405,0.857332,2,1,"shoulder_lift;elbow_flex",7.836125
17,-0.809409,5.490142,-3.568982,-0.464233,0.344596,-0.130958,1,1,"shoulder_lift",2.321174
18,1.355956,4.274345,-6.380048,1.377094,0.054678,0.608406,1,1,"elbow_flex",2.626078
19,0.760173,4.943542,-1.320287,-1.445454,0.822446,1.312437,0,0,"",4.315942
