candidate,track,scene_id,seed,wall_time_s,step_count,ended_reason,ended_by_safety_reject,real_follower_write_count,kinematic_pick_drop_success,physics_pick_drop_success,approach_success,approach_min_dist_m,grasp_pose_reached,gripper_close_detected,gripper_close_timing_ok,lift_success,lift_max_height_m,carry_direction_ok,carry_bin_dist_trend,bin_vicinity_reached,ee_bin_min_dist_m,gripper_release_detected,release_timing_ok,grasp_contact_detected,cube_secured,physics_lifted,physics_carried,physics_released,physics_dropped_early,physics_final_in_bin,safety_accept_count,safety_would_clamp_count,safety_reject_count,clamp_free,mean_abs_jerk_deg,max_single_step_delta_deg,failure_reason,failure_track,failure_cause,episode_index,dataset_root
B,primary,mujoco_rollout_test06,1,2.51,350,episode_exhausted,False,0,False,False,True,0.0214,True,True,True,True,0.1563,False,-0.2952,False,0.317,False,False,False,False,False,False,False,False,False,199,151,0,False,1.4736039236875975,20.256084899902344,wrong_direction,kinematic,policy_trajectory,5,/home/rlack/Projects/physical-ai-dummy/physical-ai-dummy/data/so101_cube_xy_midpoint_test10_v2_clean
B,primary,mujoco_rollout_test06,2,2.63,350,episode_exhausted,False,0,False,False,True,0.0158,True,True,True,True,0.1722,False,-0.293,False,0.3175,False,False,True,False,False,False,False,False,False,169,181,0,False,1.333808133664413,23.134063720703125,wrong_direction,kinematic,policy_trajectory,5,/home/rlack/Projects/physical-ai-dummy/physical-ai-dummy/data/so101_cube_xy_midpoint_test10_v2_clean
B,primary,mujoco_rollout_test07,0,2.55,350,episode_exhausted,False,0,False,False,False,0.1198,False,True,False,True,0.1434,False,-0.3403,False,0.2563,False,False,False,False,False,False,False,False,False,182,168,0,False,1.4763822745251773,13.530892372131348,failed_approach,kinematic,timeout,6,/home/rlack/Projects/physical-ai-dummy/physical-ai-dummy/data/so101_cube_xy_midpoint_test10_v2_clean
B,primary,mujoco_rollout_test07,1,2.69,350,episode_exhausted,False,0,False,False,False,0.1207,False,True,False,True,0.107,False,-0.3501,False,0.2483,False,False,False,False,False,False,False,False,False,193,157,0,False,1.3692494471638261,19.916508674621582,failed_approach,kinematic,timeout,6,/home/rlack/Projects/physical-ai-dummy/physical-ai-dummy/data/so101_cube_xy_midpoint_test10_v2_clean
B,primary,mujoco_rollout_test07,2,2.69,350,episode_exhausted,False,0,False,False,False,0.1178,False,True,False,True,0.1598,False,-0.3425,False,0.2605,False,False,False,False,False,False,False,False,False,167,183,0,False,1.3171327349179525,14.151763916015625,failed_approach,kinematic,timeout,6,/home/rlack/Projects/physical-ai-dummy/physical-ai-dummy/data/so101_cube_xy_midpoint_test10_v2_clean
B,primary,mujoco_rollout_test08,0,2.57,350,episode_exhausted,False,0,False,False,False,0.129,False,True,False,True,0.1715,False,-0.1997,False,0.3201,False,False,False,False,False,False,False,False,False,199,151,0,False,1.4129123951250493,20.737293237552496,failed_approach,kinematic,timeout,7,/home/rlack/Projects/physical-ai-dummy/physical-ai-dummy/data/so101_cube_xy_midpoint_test10_v2_clean
B,primary,mujoco_rollout_test08,1,2.6,350,episode_exhausted,False,0,False,False,False,0.1306,False,True,False,True,0.1703,False,-0.2009,False,0.3219,False,False,False,False,False,False,False,False,False,208,142,0,False,1.347233606493598,13.45328140258789,failed_approach,kinematic,timeout,7,/home/rlack/Projects/physical-ai-dummy/physical-ai-dummy/data/so101_cube_xy_midpoint_test10_v2_clean
B,primary,mujoco_rollout_test08,2,2.54,350,episode_exhausted,False,0,False,False,False,0.13,False,True,False,True,0.1604,False,-0.2025,False,0.3208,False,False,False,False,False,False,False,False,False,202,148,0,False,1.4653758469783296,16.73004913330078,failed_approach,kinematic,timeout,7,/home/rlack/Projects/physical-ai-dummy/physical-ai-dummy/data/so101_cube_xy_midpoint_test10_v2_clean
B,primary,mujoco_rollout_test09,0,2.58,350,episode_exhausted,False,0,False,False,False,0.1523,False,True,False,True,0.1794,False,-0.2721,False,0.3231,False,False,False,False,False,False,False,False,False,201,149,0,False,1.3415660998970782,19.146942138671875,failed_approach,kinematic,timeout,8,/home/rlack/Projects/physical-ai-dummy/physical-ai-dummy/data/so101_cube_xy_midpoint_test10_v2_clean
B,primary,mujoco_rollout_test09,1,2.57,350,episode_exhausted,False,0,False,False,False,0.152,False,True,False,True,0.1711,False,-0.2688,False,0.3212,False,False,False,False,False,False,False,False,False,212,138,0,False,1.4545337747230098,25.86754608154297,failed_approach,kinematic,timeout,8,/home/rlack/Projects/physical-ai-dummy/physical-ai-dummy/data/so101_cube_xy_midpoint_test10_v2_clean
B,primary,mujoco_rollout_test09,2,2.47,350,episode_exhausted,False,0,False,False,False,0.1558,False,True,False,True,0.171,False,-0.2629,False,0.3255,False,False,False,False,False,False,False,False,False,208,142,0,False,1.420460037360321,15.604747772216797,failed_approach,kinematic,timeout,8,/home/rlack/Projects/physical-ai-dummy/physical-ai-dummy/data/so101_cube_xy_midpoint_test10_v2_clean
B,primary,mujoco_rollout_test10,0,0.84,79,safety_reject,True,0,False,False,False,0.2003,False,False,False,False,0.0,False,0.0,False,0.2763,False,False,False,False,False,False,False,False,False,45,33,1,False,1.8486626826788723,26.076087951660156,safety_reject,kinematic,safety_reject,9,/home/rlack/Projects/physical-ai-dummy/physical-ai-dummy/data/so101_cube_xy_midpoint_test10_v2_clean
B,primary,mujoco_rollout_test10,1,2.53,350,episode_exhausted,False,0,False,False,False,0.1274,False,True,False,True,0.1502,False,-0.3604,False,0.2276,False,False,False,False,False,False,False,False,False,150,200,0,False,1.3045997015508846,17.396454031111347,failed_approach,kinematic,timeout,9,/home/rlack/Projects/physical-ai-dummy/physical-ai-dummy/data/so101_cube_xy_midpoint_test10_v2_clean
B,primary,mujoco_rollout_test10,2,2.51,350,episode_exhausted,False,0,False,False,False,0.1395,False,True,False,True,0.1579,False,-0.3771,False,0.2332,False,False,False,False,False,False,False,False,False,172,178,0,False,1.4044619801816267,19.369123117354924,failed_approach,kinematic,timeout,9,/home/rlack/Projects/physical-ai-dummy/physical-ai-dummy/data/so101_cube_xy_midpoint_test10_v2_clean
B,secondary,mujoco_rollout_test01,0,96.29,400,max_steps_reached,False,0,False,False,False,0.1201,False,True,False,True,0.0718,False,-0.1168,False,0.3231,False,False,False,False,False,False,False,False,False,353,47,0,False,0.9594533912525363,5.677392959594727,failed_approach,kinematic,timeout,,
B,secondary,mujoco_rollout_test01,1,98.01,400,max_steps_reached,False,0,False,False,False,0.1392,False,False,False,False,0.0,False,0.0,False,0.3175,False,False,False,False,False,False,False,False,False,326,74,0,False,0.9621661730982488,6.545070506571154,failed_approach,kinematic,timeout,,
B,secondary,mujoco_rollout_test01,2,97.88,400,max_steps_reached,False,0,False,False,False,0.1293,False,False,False,False,0.0,False,0.0,False,0.3212,False,False,False,False,False,False,False,False,False,341,59,0,False,0.921834038869708,5.776555022997755,failed_approach,kinematic,timeout,,
B,secondary,mujoco_rollout_test02,0,98.1,400,max_steps_reached,False,0,False,False,False,0.0688,False,False,False,False,0.0,False,0.0,False,0.3189,False,False,False,False,False,False,False,False,False,349,51,0,False,0.9435987261666295,5.956001281738281,failed_approach,kinematic,timeout,,
B,secondary,mujoco_rollout_test02,1,97.92,400,max_steps_reached,False,0,False,False,False,0.0811,False,False,False,False,0.0,False,0.0,False,0.3154,False,False,False,False,False,False,False,False,False,339,61,0,False,0.9634031436286011,5.251886367797852,failed_approach,kinematic,timeout,,
B,secondary,mujoco_rollout_test02,2,97.69,400,max_steps_reached,False,0,False,False,False,0.0841,False,False,False,False,0.0,False,0.0,False,0.3188,False,False,False,False,False,False,False,False,False,343,57,0,False,0.8925425694508821,6.026402596938837,failed_approach,kinematic,timeout,,
B,secondary,mujoco_rollout_test03,0,97.66,400,max_steps_reached,False,0,False,False,True,0.0327,False,False,False,False,0.0,False,0.0,False,0.315,False,False,False,False,False,False,False,False,False,342,58,0,False,0.9399081615310968,7.957400865282686,missed_grasp,kinematic,policy_trajectory,,
B,secondary,mujoco_rollout_test03,1,96.74,400,max_steps_reached,False,0,False,False,True,0.0455,False,False,False,False,0.0,False,0.0,False,0.3146,False,False,False,False,False,False,False,False,False,332,68,0,False,0.9456712410477349,6.894659042358398,missed_grasp,kinematic,policy_trajectory,,
B,secondary,mujoco_rollout_test03,2,96.97,400,max_steps_reached,False,0,False,False,False,0.0648,False,False,False,False,0.0,False,0.0,False,0.3151,False,False,False,False,False,False,False,False,False,342,58,0,False,0.8871791386349343,5.811648473191781,failed_approach,kinematic,timeout,,
B,secondary,mujoco_rollout_test04,0,97.01,400,max_steps_reached,False,0,False,False,True,0.0537,False,False,False,False,0.0,False,0.0,False,0.3142,False,False,False,False,False,False,False,False,False,354,46,0,False,0.9682019463085245,5.666107177734375,missed_grasp,kinematic,policy_trajectory,,
B,secondary,mujoco_rollout_test04,1,99.19,400,max_steps_reached,False,0,False,False,True,0.0532,False,False,False,False,0.0,False,0.0,False,0.3131,False,False,False,False,False,False,False,False,False,343,57,0,False,1.0190066970639375,5.462475802989292,missed_grasp,kinematic,policy_trajectory,,
B,secondary,mujoco_rollout_test04,2,99.84,400,max_steps_reached,False,0,False,False,True,0.0547,False,False,False,False,0.0,False,0.0,False,0.3136,False,False,False,False,False,False,False,False,False,339,61,0,False,0.9367248702106336,6.004045204907953,missed_grasp,kinematic,policy_trajectory,,
B,secondary,mujoco_rollout_test05,0,97.15,400,max_steps_reached,False,0,False,False,True,0.0239,True,False,False,False,0.0,False,0.0,False,0.3237,False,False,False,False,False,False,False,False,False,351,49,0,False,0.9959417916659075,5.467308044433594,missed_grasp,kinematic,policy_trajectory,,
B,secondary,mujoco_rollout_test05,1,96.84,400,max_steps_reached,False,0,False,False,True,0.0243,True,False,False,False,0.0,False,0.0,False,0.319,False,False,False,False,False,False,False,False,False,338,62,0,False,0.9780666405981979,5.397826251851711,missed_grasp,kinematic,policy_trajectory,,
B,secondary,mujoco_rollout_test05,2,97.53,400,max_steps_reached,False,0,False,False,True,0.0244,True,False,False,False,0.0,False,0.0,False,0.3232,False,False,False,False,False,False,False,False,False,335,65,0,False,0.932338411845738,6.04393868377457,missed_grasp,kinematic,policy_trajectory,,
B,secondary,mujoco_rollout_test06,0,96.84,400,max_steps_reached,False,0,False,False,False,0.0782,False,True,False,True,0.0709,False,-0.125,False,0.3178,False,False,False,False,False,False,False,False,False,345,55,0,False,0.9325515158880826,7.515547124396829,failed_approach,kinematic,timeout,,
B,secondary,mujoco_rollout_test06,1,97.65,400,max_steps_reached,False,0,False,False,False,0.0779,False,False,False,False,0.0,False,0.0,False,0.3143,False,False,False,False,False,False,False,False,False,344,56,0,False,0.9464297635990031,6.505191647940084,failed_approach,kinematic,timeout,,
B,secondary,mujoco_rollout_test06,2,99.2,400,max_steps_reached,False,0,False,False,False,0.0782,False,False,False,False,0.0,False,0.0,False,0.3177,False,False,False,False,False,False,False,False,False,340,60,0,False,0.8854958514253775,5.599125544882483,failed_approach,kinematic,timeout,,
B,secondary,mujoco_rollout_test07,0,97.07,400,max_steps_reached,False,0,False,False,False,0.1424,False,False,False,False,0.0,False,0.0,False,0.3214,False,False,False,False,False,False,False,False,False,270,130,0,False,0.9937257917841266,7.0994683904570905,failed_approach,kinematic,timeout,,
B,secondary,mujoco_rollout_test07,1,97.07,400,max_steps_reached,False,0,False,False,False,0.1421,False,False,False,False,0.0,False,0.0,False,0.3158,False,False,False,False,False,False,False,False,False,338,62,0,False,1.0108583035229946,6.003936767578125,failed_approach,kinematic,timeout,,
B,secondary,mujoco_rollout_test07,2,95.76,400,max_steps_reached,False,0,False,False,False,0.1379,False,False,False,False,0.0,False,0.0,False,0.3171,False,False,False,False,False,False,False,False,False,292,108,0,False,0.9634573923770754,6.906611945878311,failed_approach,kinematic,timeout,,
B,secondary,mujoco_rollout_test08,0,96.5,400,max_steps_reached,False,0,False,False,False,0.1357,False,False,False,False,0.0,False,0.0,False,0.3207,False,False,False,False,False,False,False,False,False,344,56,0,False,0.9785707067158387,5.8341484122475045,failed_approach,kinematic,timeout,,
B,secondary,mujoco_rollout_test08,1,96.0,400,max_steps_reached,False,0,False,False,False,0.1351,False,False,False,False,0.0,False,0.0,False,0.3164,False,False,False,False,False,False,False,False,False,335,65,0,False,0.9896296562699055,5.1450653076171875,failed_approach,kinematic,timeout,,
B,secondary,mujoco_rollout_test08,2,97.71,400,max_steps_reached,False,0,False,False,False,0.1315,False,False,False,False,0.0,False,0.0,False,0.32,False,False,False,False,False,False,False,False,False,343,57,0,False,0.9442762671402493,6.625354209500159,failed_approach,kinematic,timeout,,
B,secondary,mujoco_rollout_test09,0,98.79,400,max_steps_reached,False,0,False,False,False,0.156,False,False,False,False,0.0,False,0.0,False,0.3245,False,False,False,False,False,False,False,False,False,357,43,0,False,0.9768867495456879,5.931344985961914,failed_approach,kinematic,timeout,,
B,secondary,mujoco_rollout_test09,1,98.22,400,max_steps_reached,False,0,False,False,False,0.1558,False,False,False,False,0.0,False,0.0,False,0.3196,False,False,False,False,False,False,False,False,False,338,62,0,False,0.9707810030238989,5.477888810771184,failed_approach,kinematic,timeout,,
B,secondary,mujoco_rollout_test09,2,97.78,400,max_steps_reached,False,0,False,False,False,0.1543,False,False,False,False,0.0,False,0.0,False,0.3222,False,False,False,False,False,False,False,False,False,350,50,0,False,0.897169469229258,6.011624354848763,failed_approach,kinematic,timeout,,
B,secondary,mujoco_rollout_test10,0,97.89,400,max_steps_reached,False,0,False,False,False,0.0857,False,True,False,True,0.0774,False,-0.1301,False,0.3203,False,False,False,False,False,False,False,False,False,346,54,0,False,0.964813768151979,6.591120933041459,failed_approach,kinematic,timeout,,
B,secondary,mujoco_rollout_test10,1,97.3,400,max_steps_reached,False,0,False,False,False,0.0813,False,False,False,False,0.0,False,0.0,False,0.3161,False,False,False,False,False,False,False,False,False,323,77,0,False,0.9550227601223122,5.320084544708667,failed_approach,kinematic,timeout,,
B,secondary,mujoco_rollout_test10,2,97.57,400,max_steps_reached,False,0,False,False,False,0.0648,False,False,False,False,0.0,False,0.0,False,0.3201,False,False,False,False,False,False,False,False,False,321,79,0,False,0.9032682537334853,5.640594482421875,failed_approach,kinematic,timeout,,
