seed,shoulder_pan,shoulder_lift,elbow_flex,wrist_flex,wrist_roll,gripper,clamp_joint_count,any_clamp,clamped_joints,l2_error_vs_gt_deg
0,-1.716086,5.579911,-13.660359,-0.003513,0.170035,0.272476,2,1,"shoulder_lift;elbow_flex",9.422862
1,-0.942367,13.241899,-10.165852,-1.697292,0.304060,-0.046567,2,1,"shoulder_lift;elbow_flex",11.127896
2,0.532367,2.495294,-5.974881,-0.931118,0.250709,0.099680,1,1,"elbow_flex",2.340232
3,0.866445,2.971460,-9.260762,0.848194,0.147773,0.447543,1,1,"elbow_flex",4.889012
4,-1.530761,3.289125,-7.193868,-1.040272,0.412175,1.541082,1,1,"elbow_flex",3.899163
5,0.425645,6.260560,-8.503995,0.785431,0.288325,-0.641338,2,1,"shoulder_lift;elbow_flex",4.633703
6,0.563943,2.757936,-7.898579,0.477688,0.040939,0.041114,1,1,"elbow_flex",3.518119
7,-0.132819,6.789926,-8.570241,-0.313396,0.144705,-0.842285,2,1,"shoulder_lift;elbow_flex",4.988245
8,-0.203029,1.800317,-4.378064,-0.743881,0.368427,0.167160,0,0,"",2.418970
9,-0.289950,2.145372,-7.682004,-0.476910,0.148517,-0.596397,1,1,"elbow_flex",3.633976
10,-0.299014,7.442056,-8.488736,-0.947288,0.170858,0.413452,2,1,"shoulder_lift;elbow_flex",5.474534
11,-0.066930,2.621591,-7.557072,-0.284214,0.375489,0.775015,1,1,"elbow_flex",3.455070
12,0.018910,-1.415450,-5.596295,-1.037029,0.028021,1.179541,0,0,"",5.722698
13,1.266086,4.096788,-7.308965,0.125794,0.334191,0.189609,1,1,"elbow_flex",2.990754
14,-0.465743,4.047135,-7.611180,-1.347309,0.196051,0.283665,1,1,"elbow_flex",3.510146
15,-0.863877,8.401490,-8.972684,-1.759739,0.268832,0.179034,2,1,"shoulder_lift;elbow_flex",6.701847
16,-1.632886,6.826081,-9.685254,0.488407,0.288695,0.871426,2,1,"shoulder_lift;elbow_flex",6.273889
17,-1.014939,4.843187,-5.732968,-1.889393,0.223233,-0.299455,1,1,"elbow_flex",2.857194
18,0.836415,3.634164,-6.876370,-0.665642,-0.092977,0.696280,1,1,"elbow_flex",2.724546
19,0.423169,2.415475,-2.170117,-3.680668,0.569405,0.852996,0,0,"",5.017554
