seed,shoulder_pan,shoulder_lift,elbow_flex,wrist_flex,wrist_roll,gripper,clamp_joint_count,any_clamp,clamped_joints,l2_error_vs_gt_deg
0,-1.896222,4.178842,-13.669560,0.007252,0.212301,0.221347,1,1,"elbow_flex",9.316545
1,-0.875257,11.047906,-8.937497,-1.436737,0.312371,-0.155830,2,1,"shoulder_lift;elbow_flex",8.617795
2,0.543843,1.137262,-4.890958,-1.011669,0.262523,0.293487,0,0,"",3.112322
3,0.842332,1.861421,-8.969708,0.731011,0.176100,0.506446,1,1,"elbow_flex",4.944477
4,-1.781720,2.565805,-6.991238,-1.068157,0.452055,1.455124,1,1,"elbow_flex",4.034802
5,0.303346,4.538888,-7.189191,0.881424,0.320183,-0.447307,1,1,"elbow_flex",2.776829
6,0.536437,1.674836,-7.221440,0.388867,0.065076,0.157185,1,1,"elbow_flex",3.466015
7,-0.240170,5.569284,-7.731656,-0.304554,0.173208,-0.765712,2,1,"shoulder_lift;elbow_flex",3.649453
8,-0.492230,1.050149,-3.697667,-0.752270,0.395718,0.158920,0,0,"",3.261769
9,-0.113688,1.433244,-6.961682,-0.523876,0.195330,-0.382944,1,1,"elbow_flex",3.486343
10,-0.089843,5.782777,-7.926747,-0.810215,0.189682,0.459205,2,1,"shoulder_lift;elbow_flex",4.055750
11,-0.010802,1.309587,-6.826665,-0.297596,0.405535,0.952463,1,1,"elbow_flex",3.688494
12,0.212220,-2.247054,-4.731923,-1.255054,0.068447,1.323711,0,0,"",6.505138
13,1.547124,2.459268,-6.366811,0.116791,0.373462,0.300969,1,1,"elbow_flex",2.746605
14,-0.293088,3.222383,-7.113141,-1.326702,0.231465,0.301998,1,1,"elbow_flex",3.123790
15,-0.799762,6.679216,-8.128209,-1.630752,0.278436,-0.004195,2,1,"shoulder_lift;elbow_flex",4.985309
16,-1.871072,5.534883,-8.822575,0.477284,0.333121,0.832951,2,1,"shoulder_lift;elbow_flex",5.122964
17,-1.058402,3.603135,-5.152852,-1.776615,0.255472,-0.312959,0,0,"",2.446627
18,0.881536,2.538880,-6.387524,-0.677963,-0.055134,0.870995,1,1,"elbow_flex",2.763076
19,0.774068,1.118066,-1.176877,-3.508961,0.606901,0.854718,0,0,"",5.959360
