seed,shoulder_pan,shoulder_lift,elbow_flex,wrist_flex,wrist_roll,gripper,clamp_joint_count,any_clamp,clamped_joints,l2_error_vs_gt_deg
0,-4.521789,5.769448,-17.863049,2.262318,0.094661,0.191923,2,1,"shoulder_lift;elbow_flex",14.340575
1,-1.781999,15.950235,-13.714444,0.689995,0.355421,0.327127,2,1,"shoulder_lift;elbow_flex",15.278799
2,-1.750474,1.054505,-7.350774,1.720059,0.250823,0.782333,1,1,"elbow_flex",4.763777
3,-0.890090,3.284906,-12.859158,3.622261,0.100168,0.465830,1,1,"elbow_flex",9.037052
4,-4.739528,5.588624,-11.409985,1.730496,0.445743,2.078752,3,1,"shoulder_pan;shoulder_lift;elbow_flex",9.034151
5,-1.845202,6.912866,-11.161801,3.719570,0.240779,-0.106056,2,1,"shoulder_lift;elbow_flex",8.283329
6,-1.743405,2.984056,-11.422025,3.402310,-0.084445,0.425138,1,1,"elbow_flex",7.841007
7,-2.624837,8.769395,-13.273999,2.817455,0.064897,-0.790020,2,1,"shoulder_lift;elbow_flex",10.669041
8,-3.262509,4.999665,-7.962720,2.828251,0.407785,0.754055,1,1,"elbow_flex",5.702099
9,-2.391463,2.763368,-11.504964,2.274803,0.092943,-0.254560,1,1,"elbow_flex",7.716090
10,-2.047616,10.217233,-12.370938,1.184170,0.148393,0.653525,2,1,"shoulder_lift;elbow_flex",10.360506
11,-1.737292,3.549112,-11.567418,2.243137,0.365401,1.078414,1,1,"elbow_flex",7.638842
12,-3.389712,-4.933707,-8.596623,2.246544,-0.142049,2.135260,1,1,"elbow_flex",10.778785
13,-0.564994,3.765512,-9.542790,2.569100,0.314784,0.721410,1,1,"elbow_flex",5.622089
14,-2.840339,6.377412,-12.219144,0.929421,0.204208,0.296824,2,1,"shoulder_lift;elbow_flex",8.612908
15,-3.085076,12.079721,-14.428456,0.917236,0.284787,0.253248,2,1,"shoulder_lift;elbow_flex",13.240689
16,-4.520642,9.984185,-15.743443,4.640484,0.210771,1.545988,3,1,"shoulder_lift;elbow_flex;wrist_flex",14.367191
17,-3.986325,6.696084,-7.515897,-0.124149,0.181248,-0.202327,2,1,"shoulder_lift;elbow_flex",5.825697
18,0.179744,3.503129,-10.352559,2.474281,-0.269855,0.887697,1,1,"elbow_flex",6.294962
19,-0.622050,4.022836,-3.659077,-1.037449,0.815130,2.091923,0,0,"",3.129865
