dataset,episode,joint,n_frames,mean_abs_delta_deg,median_abs_delta_deg,p95_abs_delta_deg,max_abs_delta_deg,would_clamp_threshold_deg,frac_would_clamp
v3_start_coverage,13,wrist_flex,28,0.9451,0.9231,1.0110,1.0110,4.01,0.0000
v3_start_coverage,13,wrist_roll,28,0.2951,0.2637,0.3516,0.3516,1.15,0.0000
v3_start_coverage,13,gripper,28,0.4066,0.4395,0.4395,0.4395,9.17,0.0000
v3_start_coverage,14,shoulder_pan,73,0.8153,0.8791,0.8791,0.8791,4.58,0.0000
v3_start_coverage,14,shoulder_lift,73,0.6792,0.6154,0.6505,3.7802,5.16,0.0000
v3_start_coverage,14,elbow_flex,73,2.5067,2.4176,2.6989,4.7033,5.73,0.0000
v3_start_coverage,14,wrist_flex,73,0.2198,0.2198,0.2198,0.2198,4.01,0.0000
v3_start_coverage,14,wrist_roll,73,0.1734,0.1758,0.2637,0.2637,1.15,0.0000
v3_start_coverage,14,gripper,73,0.3666,0.3666,0.3666,0.3666,9.17,0.0000
v3_start_coverage,15,shoulder_pan,69,0.4052,0.3516,0.6154,0.7033,4.58,0.0000
v3_start_coverage,15,shoulder_lift,69,0.3848,0.2637,0.7736,2.4615,5.16,0.0000
v3_start_coverage,15,elbow_flex,69,2.2328,2.1538,2.6462,3.7363,5.73,0.0000
v3_start_coverage,15,wrist_flex,69,0.9129,0.9231,0.9231,0.9231,4.01,0.0000
v3_start_coverage,15,wrist_roll,69,0.1147,0.0879,0.2637,0.2637,1.15,0.0000
v3_start_coverage,15,gripper,69,0.2996,0.2996,0.2996,0.2996,9.17,0.0000
v3_start_coverage,16,shoulder_pan,25,0.8440,0.8791,0.8791,0.8791,4.58,0.0000
v3_start_coverage,16,shoulder_lift,25,0.7420,0.6154,1.6176,2.4615,5.16,0.0000
v3_start_coverage,16,elbow_flex,25,1.9710,1.8901,2.3648,2.6813,5.73,0.0000
v3_start_coverage,16,wrist_flex,25,0.8914,0.9231,0.9231,0.9231,4.01,0.0000
v3_start_coverage,16,wrist_roll,25,0.2251,0.2637,0.2637,0.2637,1.15,0.0000
v3_start_coverage,16,gripper,25,0.2467,0.2467,0.2467,0.2467,9.17,0.0000
v3_start_coverage,17,shoulder_pan,20,0.7912,0.8791,0.8791,0.8791,4.58,0.0000
v3_start_coverage,17,shoulder_lift,20,0.8000,0.3516,2.9451,3.7802,5.16,0.0000
v3_start_coverage,17,elbow_flex,20,1.8506,1.7143,2.4615,3.2967,5.73,0.0000
v3_start_coverage,17,wrist_flex,20,1.2747,1.2747,1.2747,1.2747,4.01,0.0000
v3_start_coverage,17,wrist_roll,20,0.1978,0.1758,0.2637,0.2637,1.15,0.0000
v3_start_coverage,17,gripper,20,0.3906,0.3906,0.3906,0.3906,9.17,0.0000
v3_start_coverage,18,shoulder_pan,68,0.4370,0.4396,0.5275,0.7033,4.58,0.0000
v3_start_coverage,18,shoulder_lift,68,0.5818,0.6154,0.6725,3.3407,5.16,0.0000
v3_start_coverage,18,elbow_flex,68,2.0026,1.8022,3.5209,5.0549,5.73,0.0000
v3_start_coverage,18,wrist_flex,68,0.0517,0.0440,0.1319,0.1319,4.01,0.0000
v3_start_coverage,18,wrist_roll,68,0.2637,0.2637,0.2637,0.2637,1.15,0.0000
v3_start_coverage,18,gripper,68,0.4395,0.4395,0.4395,0.4395,9.17,0.0000
v3_start_coverage,19,shoulder_pan,38,0.4928,0.3516,0.8791,0.8791,4.58,0.0000
v3_start_coverage,19,shoulder_lift,38,0.5876,0.5275,0.8703,2.1099,5.16,0.0000
v3_start_coverage,19,elbow_flex,38,2.5633,1.8901,3.9297,5.2308,5.73,0.0000
v3_start_coverage,19,wrist_flex,38,0.7866,0.8352,0.8352,0.8352,4.01,0.0000
v3_start_coverage,19,wrist_roll,38,0.2105,0.1758,0.3516,0.3516,1.15,0.0000
v3_start_coverage,19,gripper,38,0.3255,0.3255,0.3255,0.3255,9.17,0.0000
v3_start_coverage,20,shoulder_pan,69,0.1733,0.1758,0.1758,0.1758,4.58,0.0000
v3_start_coverage,20,shoulder_lift,69,0.5249,0.4396,0.6154,3.2528,5.16,0.0000
v3_start_coverage,20,elbow_flex,69,1.5907,1.5385,1.6791,3.3846,5.73,0.0000
v3_start_coverage,20,wrist_flex,69,1.1868,1.1868,1.1868,1.1868,4.01,0.0000
v3_start_coverage,20,wrist_roll,69,0.1121,0.0879,0.2637,0.2637,1.15,0.0000
v3_start_coverage,20,gripper,69,0.2956,0.2956,0.2956,0.2956,9.17,0.0000
v3_start_coverage,21,shoulder_pan,21,0.5651,0.6154,0.6154,0.6154,4.58,0.0000
v3_start_coverage,21,shoulder_lift,21,0.6405,0.4396,2.0220,2.6374,5.16,0.0000
v3_start_coverage,21,elbow_flex,21,1.7771,1.7143,2.1538,2.4176,5.73,0.0000
v3_start_coverage,21,wrist_flex,21,0.9231,0.9231,0.9231,0.9231,4.01,0.0000
v3_start_coverage,21,wrist_roll,21,0.1423,0.0879,0.2637,0.2637,1.15,0.0000
v3_start_coverage,21,gripper,21,0.2956,0.2956,0.2956,0.2956,9.17,0.0000
v3_start_coverage,22,shoulder_pan,32,0.7033,0.7033,0.7033,0.7033,4.58,0.0000
v3_start_coverage,22,shoulder_lift,32,0.4753,0.4396,0.7033,0.7033,5.16,0.0000
v3_start_coverage,22,elbow_flex,32,2.2225,1.9780,3.4857,4.3517,5.73,0.0000
v3_start_coverage,22,wrist_flex,32,0.8901,0.8352,1.3582,2.4176,4.01,0.0000
v3_start_coverage,22,wrist_roll,32,0.1429,0.1758,0.2637,0.2637,1.15,0.0000
v3_start_coverage,22,gripper,32,0.3015,0.3015,0.3015,0.3015,9.17,0.0000
v3_start_coverage,23,shoulder_pan,52,0.6813,0.7033,0.7912,0.7912,4.58,0.0000
v3_start_coverage,23,shoulder_lift,52,0.2705,0.0879,1.0681,2.4615,5.16,0.0000
v3_start_coverage,23,elbow_flex,52,2.4886,2.3297,3.1824,5.2308,5.73,0.0000
v3_start_coverage,23,wrist_flex,52,0.7473,0.7473,0.7473,0.7473,4.01,0.0000
v3_start_coverage,23,wrist_roll,52,0.1403,0.1758,0.2637,0.2637,1.15,0.0000
v3_start_coverage,23,gripper,52,0.3111,0.2961,0.3671,0.3671,9.17,0.0000
v3_start_coverage,24,shoulder_pan,18,0.8791,0.8791,0.8791,0.8791,4.58,0.0000
v3_start_coverage,24,shoulder_lift,18,0.7863,0.4835,2.3165,2.9890,5.16,0.0000
v3_start_coverage,24,elbow_flex,18,2.1880,1.8901,3.5912,4.2637,5.73,0.0000
v3_start_coverage,24,wrist_flex,18,1.1868,1.1868,1.1868,1.1868,4.01,0.0000
v3_start_coverage,24,wrist_roll,18,0.0977,0.0000,0.2637,0.2637,1.15,0.0000
v3_start_coverage,24,gripper,18,0.3686,0.3686,0.3686,0.3686,9.17,0.0000
v3_start_coverage,25,shoulder_pan,77,0.6679,0.7033,0.7033,0.7033,4.58,0.0000
v3_start_coverage,25,shoulder_lift,77,0.5012,0.5275,0.5275,0.6154,5.16,0.0000
v3_start_coverage,25,elbow_flex,77,1.8056,1.7143,2.1187,4.4396,5.73,0.0000
v3_start_coverage,25,wrist_flex,77,1.0350,1.0110,1.0110,2.9451,4.01,0.0000
v3_start_coverage,25,wrist_roll,77,0.1050,0.0879,0.2813,0.3516,1.15,0.0000
v3_start_coverage,25,gripper,77,0.3015,0.3015,0.3015,0.3015,9.17,0.0000
v3_start_coverage,26,shoulder_pan,50,0.6875,0.6593,0.9670,0.9670,4.58,0.0000
v3_start_coverage,26,shoulder_lift,50,0.3288,0.2637,0.8484,2.8132,5.16,0.0000
v3_start_coverage,26,elbow_flex,50,2.2154,1.9780,3.9868,5.2308,5.73,0.0000
v3_start_coverage,26,wrist_flex,50,0.3956,0.3956,0.3956,0.3956,4.01,0.0000
v3_start_coverage,26,wrist_roll,50,0.1776,0.1758,0.2637,0.2637,1.15,0.0000
v3_start_coverage,26,gripper,50,0.1165,0.1165,0.1165,0.1165,9.17,0.0000
v3_start_coverage,27,shoulder_pan,18,0.4835,0.4396,0.5407,0.6154,4.58,0.0000
v3_start_coverage,27,shoulder_lift,18,0.7570,0.4396,2.5143,2.8132,5.16,0.0000
v3_start_coverage,27,elbow_flex,18,2.5299,2.0659,4.2549,4.7033,5.73,0.0000
v3_start_coverage,27,wrist_flex,18,0.0440,0.0440,0.0440,0.0440,4.01,0.0000
v3_start_coverage,27,wrist_roll,18,0.1514,0.1319,0.3516,0.3516,1.15,0.0000
v3_start_coverage,27,gripper,18,0.4395,0.4395,0.4395,0.4395,9.17,0.0000
v3_start_coverage,28,shoulder_pan,50,0.0879,0.0879,0.0879,0.0879,4.58,0.0000
v3_start_coverage,28,shoulder_lift,50,0.4800,0.3516,1.0330,2.5495,5.16,0.0000
v3_start_coverage,28,elbow_flex,50,2.1574,2.1538,2.1538,2.3297,5.73,0.0000
v3_start_coverage,28,wrist_flex,50,1.1868,1.1868,1.1868,1.1868,4.01,0.0000
v3_start_coverage,28,wrist_roll,50,0.0791,0.0879,0.1758,0.1758,1.15,0.0000
v3_start_coverage,28,gripper,50,0.2384,0.2384,0.2384,0.2384,9.17,0.0000
v3_start_coverage,29,shoulder_pan,35,0.5099,0.6154,0.6154,0.6154,4.58,0.0000
v3_start_coverage,29,shoulder_lift,35,0.5074,0.5275,0.5275,0.5275,5.16,0.0000
v3_start_coverage,29,elbow_flex,35,1.8575,1.8022,2.1451,2.8571,5.73,0.0000
v3_start_coverage,29,wrist_flex,35,1.1316,1.0989,1.3099,3.0330,4.01,0.0000
v3_start_coverage,29,wrist_roll,35,0.2813,0.2637,0.3516,0.3516,1.15,0.0000
v3_start_coverage,29,gripper,35,0.3686,0.3686,0.3686,0.3686,9.17,0.0000
