seed,shoulder_pan,shoulder_lift,elbow_flex,wrist_flex,wrist_roll,gripper,clamp_joint_count,any_clamp,clamped_joints,l2_error_vs_gt_deg
0,-1.577643,2.652604,-10.952184,0.174358,0.097228,-0.071725,1,1,"elbow_flex",6.756515
1,-1.034446,9.850526,-9.847501,-0.054916,0.379138,-0.135890,2,1,"shoulder_lift;elbow_flex",8.409347
2,0.430137,-0.736861,-4.573148,0.120274,0.180712,0.122569,0,0,"",4.599547
3,0.326446,0.676263,-7.648801,0.772274,0.039257,0.255557,1,1,"elbow_flex",4.832461
4,-1.564616,1.832040,-7.325711,-0.008274,0.588278,0.834338,1,1,"elbow_flex",3.854730
5,-0.623385,3.746347,-7.213849,0.831299,0.409160,-0.246515,1,1,"elbow_flex",3.406855
6,-0.139110,-0.232802,-6.223935,0.689915,-0.222779,0.190764,1,1,"elbow_flex",4.604170
7,-0.571984,3.850824,-7.913998,0.901936,-0.003970,-0.330133,1,1,"elbow_flex",4.026993
8,-0.741370,0.052148,-4.100476,0.661926,0.707150,0.176638,0,0,"",3.991018
9,-0.351089,0.276788,-6.062405,-0.487865,-0.005141,-0.339767,1,1,"elbow_flex",3.693013
10,-0.512017,4.809358,-8.703999,0.165733,0.024809,0.376267,1,1,"elbow_flex",4.700094
11,-0.371947,1.440461,-7.268346,0.340038,0.380779,0.564345,1,1,"elbow_flex",3.936671
12,0.151382,-3.895110,-3.851170,-0.668209,-0.416350,0.845760,0,0,"",7.614882
13,0.610343,1.362191,-5.628156,0.359245,0.440414,0.156760,0,0,"",3.214610
14,-0.945535,2.493173,-7.726514,-0.309269,0.120465,0.158507,1,1,"elbow_flex",3.583336
15,-1.625333,6.528436,-9.971074,-0.068493,0.327583,0.127953,2,1,"shoulder_lift;elbow_flex",6.473929
16,-1.713618,4.901231,-8.971036,0.980175,0.279905,0.688433,1,1,"elbow_flex",5.385598
17,-1.391833,1.541421,-4.819020,-0.655018,0.072002,-0.166057,0,0,"",2.183672
18,0.927121,1.314775,-6.745549,0.311466,-0.592460,0.471985,1,1,"elbow_flex",4.003273
19,0.542695,0.200433,-2.001424,-2.128300,0.915954,1.111468,0,0,"",4.744095
