seed,shoulder_pan,shoulder_lift,elbow_flex,wrist_flex,wrist_roll,gripper,clamp_joint_count,any_clamp,clamped_joints,l2_error_vs_gt_deg
0,-2.889335,6.957826,-13.165318,0.405876,0.203429,0.129457,2,1,"shoulder_lift;elbow_flex",9.610707
1,-1.219304,13.069261,-11.347874,-0.392944,0.324494,-0.451157,2,1,"shoulder_lift;elbow_flex",11.510689
2,-0.911956,4.347818,-6.914098,0.100220,0.295921,0.516880,1,1,"elbow_flex",2.749916
3,-1.042277,4.744271,-9.465459,1.190018,0.224679,0.291419,1,1,"elbow_flex",5.214347
4,-2.350865,5.784578,-9.582150,-0.157482,0.390016,0.864893,2,1,"shoulder_lift;elbow_flex",6.041861
5,-1.069440,6.858041,-9.429234,1.140881,0.266639,-0.131091,2,1,"shoulder_lift;elbow_flex",5.888447
6,-1.615102,3.831445,-8.462834,1.053639,0.130944,0.178718,1,1,"elbow_flex",4.359484
7,-1.629430,8.039498,-9.779332,0.881466,0.216964,-0.656033,2,1,"shoulder_lift;elbow_flex",6.925913
8,-1.442565,5.642617,-7.282468,0.631313,0.382054,0.021498,2,1,"shoulder_lift;elbow_flex",3.659131
9,-1.668250,5.109071,-8.953534,0.229443,0.225413,-0.264541,1,1,"elbow_flex",4.884833
10,-1.324082,8.696443,-10.174741,-0.276684,0.196062,0.568085,2,1,"shoulder_lift;elbow_flex",7.588633
11,-1.355185,5.096025,-8.961285,0.484608,0.366314,0.593093,1,1,"elbow_flex",4.883810
12,-1.484784,0.843103,-7.411832,0.111363,0.127403,1.021721,1,1,"elbow_flex",4.646611
13,-0.607009,5.165635,-8.616368,0.469429,0.346593,0.367231,2,1,"shoulder_lift;elbow_flex",4.362311
14,-1.608621,6.701814,-9.358022,-0.527157,0.252387,0.012308,2,1,"shoulder_lift;elbow_flex",5.872972
15,-2.063046,9.994142,-10.928273,-0.507679,0.273575,-0.197196,2,1,"shoulder_lift;elbow_flex",9.114191
16,-3.032796,9.285669,-12.454953,1.892918,0.299171,0.637471,2,1,"shoulder_lift;elbow_flex",10.245622
17,-1.712321,6.085244,-7.179738,-0.826107,0.231597,-0.249837,2,1,"shoulder_lift;elbow_flex",4.032085
18,-0.505671,5.032869,-8.547452,0.807362,0.040280,0.117524,1,1,"elbow_flex",4.223348
19,-0.861281,5.727288,-5.429005,-1.517406,0.629520,0.760986,1,1,"shoulder_lift",3.146183
