seed,shoulder_pan,shoulder_lift,elbow_flex,wrist_flex,wrist_roll,gripper,clamp_joint_count,any_clamp,clamped_joints,l2_error_vs_gt_deg
0,0.430436,1.321138,-9.678540,-0.165615,0.037625,0.585442,1,1,"elbow_flex",5.948582
1,0.304061,9.476747,-7.458615,-0.866215,0.308240,0.536866,2,1,"shoulder_lift;elbow_flex",6.828196
2,2.539294,-0.761985,-2.931500,-0.557705,0.255513,0.710406,0,0,"",5.712769
3,2.930579,-0.138480,-6.052441,0.690876,0.066803,0.793109,1,1,"elbow_flex",5.812001
4,-0.881858,0.797525,-5.039914,-0.822529,0.525385,1.700422,0,0,"",3.527247
5,1.995849,2.641877,-4.634763,0.842274,0.331571,0.081584,0,0,"",3.484623
6,2.303945,-0.923423,-4.496953,0.490772,-0.154883,0.362063,0,0,"",5.649599
7,1.254994,3.742395,-5.665196,0.052799,0.102993,-0.219161,0,0,"",2.597210
8,0.973411,1.177079,-2.376302,0.299755,0.723461,0.723761,0,0,"",4.018936
9,1.906213,-0.425155,-4.466199,-0.757820,0.027681,-0.159713,0,0,"",4.745721
10,1.240632,4.366731,-5.387654,-0.657055,0.119801,0.881894,0,0,"",2.688131
11,1.930659,-0.524855,-4.663617,-0.076572,0.459451,0.725161,0,0,"",5.075153
12,1.544559,-5.706443,-2.219907,-1.141426,-0.351185,1.676151,1,1,"shoulder_lift",9.976187
13,3.586541,0.138772,-3.184384,0.164852,0.427090,0.487507,0,0,"",5.820409
14,0.976939,0.971452,-4.685422,-1.212211,0.146767,0.506425,0,0,"",3.191988
15,-0.022906,5.106736,-6.769475,-1.059479,0.386536,0.266245,1,1,"elbow_flex",2.991258
16,-0.927682,5.262521,-8.005032,1.109684,0.302621,1.369738,2,1,"shoulder_lift;elbow_flex",4.883442
17,0.543616,1.871469,-2.223790,-1.672825,0.195352,-0.092033,0,0,"",3.098859
18,2.326232,-0.065802,-3.987355,-0.729282,-0.453061,1.115393,0,0,"",4.992428
19,2.223107,0.815171,0.250781,-3.778721,1.130409,1.446583,0,0,"",7.036905
