seed,shoulder_pan,shoulder_lift,elbow_flex,wrist_flex,wrist_roll,gripper,clamp_joint_count,any_clamp,clamped_joints,l2_error_vs_gt_deg
0,-2.133936,7.009149,-12.052510,0.986637,0.277835,0.381828,2,1,"shoulder_lift;elbow_flex",8.469262
1,-0.595278,14.141313,-8.728803,0.111469,0.409650,0.169129,2,1,"shoulder_lift;elbow_flex",11.115450
2,-0.092656,3.992318,-4.353589,0.633450,0.386180,0.964104,0,0,"",1.484874
3,-0.023238,4.563813,-7.990971,2.019810,0.283929,0.794522,1,1,"elbow_flex",4.067208
4,-1.905976,5.598703,-7.155026,0.431568,0.500819,1.494701,2,1,"shoulder_lift;elbow_flex",4.179569
5,-0.317858,7.208444,-6.881268,1.907444,0.330384,0.181569,2,1,"shoulder_lift;elbow_flex",4.451065
6,-0.648644,3.336625,-6.227780,1.827316,0.143931,0.560637,1,1,"elbow_flex",2.641636
7,-1.010674,8.248277,-7.256688,1.305657,0.236375,-0.577122,2,1,"shoulder_lift;elbow_flex",5.377692
8,-0.869338,5.277192,-3.644261,1.346546,0.509205,0.407332,1,1,"shoulder_lift",2.485627
9,-0.842089,5.008248,-7.002599,0.887936,0.289807,-0.030086,1,1,"elbow_flex",2.951079
10,-0.538731,9.426728,-8.133466,0.361862,0.269549,1.198686,2,1,"shoulder_lift;elbow_flex",6.800340
11,-0.587166,4.305955,-6.568219,0.961453,0.464467,1.109559,1,1,"elbow_flex",2.736912
12,-0.573458,-1.139441,-5.106397,0.528645,0.146165,1.524098,0,0,"",5.425391
13,0.369810,5.171144,-6.187672,1.188347,0.444762,0.700286,2,1,"shoulder_lift;elbow_flex",2.544325
14,-1.036421,6.474351,-6.990567,-0.111454,0.322687,0.440156,2,1,"shoulder_lift;elbow_flex",3.842127
15,-1.640271,10.204896,-8.281369,-0.083862,0.359091,0.366048,2,1,"shoulder_lift;elbow_flex",7.593227
16,-2.497633,9.823869,-10.028531,2.607502,0.367756,1.003391,2,1,"shoulder_lift;elbow_flex",8.921026
17,-1.438458,6.396150,-3.984349,-0.517162,0.302754,-0.076857,1,1,"shoulder_lift",3.186001
18,0.877693,4.829003,-6.587437,1.354626,0.013537,0.740553,1,1,"elbow_flex",2.780491
19,0.200357,5.505189,-1.503140,-1.557918,0.772256,1.441787,1,1,"shoulder_lift",4.401833
