seed,shoulder_pan,shoulder_lift,elbow_flex,wrist_flex,wrist_roll,gripper,clamp_joint_count,any_clamp,clamped_joints,l2_error_vs_gt_deg
0,-2.541236,7.578935,-12.874562,1.249043,0.233520,0.022173,2,1,"shoulder_lift;elbow_flex",9.520890
1,-1.180610,13.829759,-9.744847,0.431690,0.344818,-0.284243,2,1,"shoulder_lift;elbow_flex",11.296856
2,-0.586642,4.684152,-5.671582,0.903164,0.329652,0.584307,0,0,"",1.955700
3,-0.537608,5.334443,-8.982159,2.180523,0.228202,0.426878,2,1,"shoulder_lift;elbow_flex",5.121754
4,-2.210092,6.016061,-8.244870,0.700939,0.426042,1.026686,2,1,"shoulder_lift;elbow_flex",5.078660
5,-0.782414,7.536073,-8.241727,2.072777,0.272409,-0.138172,2,1,"shoulder_lift;elbow_flex",5.578481
6,-1.206920,4.180749,-7.374982,2.034145,0.112138,0.211812,1,1,"elbow_flex",3.638887
7,-1.420083,8.499498,-8.335759,1.520901,0.194597,-0.855929,2,1,"shoulder_lift;elbow_flex",6.316326
8,-1.282153,5.761003,-4.955235,1.612686,0.440732,0.005036,1,1,"shoulder_lift",2.854907
9,-1.364688,5.839135,-8.270078,1.139286,0.251448,-0.338561,2,1,"shoulder_lift;elbow_flex",4.536052
10,-1.004882,9.491197,-9.095166,0.608097,0.219848,0.738467,2,1,"shoulder_lift;elbow_flex",7.379063
11,-1.019818,4.968087,-7.885861,1.312035,0.389537,0.688389,1,1,"elbow_flex",3.971957
12,-1.036799,0.376680,-6.429463,0.927403,0.141658,1.083377,1,1,"elbow_flex",4.413479
13,-0.248273,5.709588,-7.538922,1.494106,0.385339,0.271981,2,1,"shoulder_lift;elbow_flex",3.783921
14,-1.448134,7.027574,-8.054921,0.305035,0.284195,0.079325,2,1,"shoulder_lift;elbow_flex",4.975559
15,-2.010886,10.365411,-9.291921,0.259682,0.300421,-0.052398,2,1,"shoulder_lift;elbow_flex",8.312113
16,-2.944940,10.086839,-11.136952,2.763332,0.320740,0.603031,2,1,"shoulder_lift;elbow_flex",9.921385
17,-1.877931,6.706231,-5.281239,-0.081386,0.256667,-0.311746,1,1,"shoulder_lift",3.595225
18,0.093417,5.619096,-7.687672,1.619427,0.016268,0.359604,2,1,"shoulder_lift;elbow_flex",3.865937
19,-0.394843,6.048692,-2.798215,-1.083034,0.710876,0.986600,1,1,"shoulder_lift",3.525521
