seed,shoulder_pan,shoulder_lift,elbow_flex,wrist_flex,wrist_roll,gripper,clamp_joint_count,any_clamp,clamped_joints,l2_error_vs_gt_deg
0,-2.823632,8.021547,-14.276074,0.782490,0.166463,0.001769,2,1,"shoulder_lift;elbow_flex",10.957299
1,-1.348041,14.477708,-11.213796,-0.151203,0.287547,-0.344954,2,1,"shoulder_lift;elbow_flex",12.597759
2,-0.822909,4.746415,-6.699452,0.325554,0.261754,0.524888,1,1,"elbow_flex",2.638581
3,-0.657714,5.669862,-10.189328,1.677189,0.174063,0.373712,2,1,"shoulder_lift;elbow_flex",6.138886
4,-2.487092,6.587129,-9.529942,0.204044,0.362771,1.043221,2,1,"shoulder_lift;elbow_flex",6.379885
5,-0.959229,7.817834,-9.256558,1.542507,0.198046,-0.223041,2,1,"shoulder_lift;elbow_flex",6.345872
6,-1.324119,4.408746,-8.386388,1.466923,0.039805,0.142742,1,1,"elbow_flex",4.306947
7,-1.679099,9.080621,-9.594495,0.955273,0.131728,-0.923086,2,1,"shoulder_lift;elbow_flex",7.506889
8,-1.383214,5.939065,-6.105458,1.022801,0.369739,-0.023642,2,1,"shoulder_lift;elbow_flex",3.143683
9,-1.610969,6.290712,-9.507916,0.664295,0.180620,-0.365079,2,1,"shoulder_lift;elbow_flex",5.768014
10,-1.304461,10.170243,-10.494328,0.070728,0.160096,0.713892,2,1,"shoulder_lift;elbow_flex",8.810548
11,-1.269589,5.288690,-8.969037,0.746548,0.326250,0.640505,2,1,"shoulder_lift;elbow_flex",4.943285
12,-1.315543,0.112222,-7.183507,0.420262,0.060260,0.998466,1,1,"elbow_flex",4.973011
13,-0.391032,6.109361,-8.682683,0.950794,0.316544,0.269934,2,1,"shoulder_lift;elbow_flex",4.789069
14,-1.651586,7.578271,-9.451672,-0.218719,0.220177,0.012216,2,1,"shoulder_lift;elbow_flex",6.394753
15,-2.326795,10.986665,-10.756741,-0.260685,0.237240,-0.113960,2,1,"shoulder_lift;elbow_flex",9.748466
16,-3.181989,10.651017,-12.425259,2.297611,0.245666,0.564573,2,1,"shoulder_lift;elbow_flex",11.112629
17,-1.978097,7.129129,-6.437795,-0.658207,0.188771,-0.357887,2,1,"shoulder_lift;elbow_flex",4.409469
18,-0.012986,5.541726,-8.504216,1.035732,-0.070070,0.310892,2,1,"shoulder_lift;elbow_flex",4.361842
19,-0.633336,6.301683,-4.126889,-1.598274,0.641904,0.931594,1,1,"shoulder_lift",3.496270
