seed,shoulder_pan,shoulder_lift,elbow_flex,wrist_flex,wrist_roll,gripper,clamp_joint_count,any_clamp,clamped_joints,l2_error_vs_gt_deg
0,-1.949565,2.454797,-11.974240,-1.497490,0.147395,0.881356,1,1,"elbow_flex",8.160961
1,-1.426509,11.657128,-10.608319,-2.686020,0.198348,1.318204,2,1,"shoulder_lift;elbow_flex",10.468174
2,-0.047879,-1.699790,-4.784406,-1.897938,0.168596,1.247304,0,0,"",5.806429
3,0.631335,-0.407782,-9.275388,-0.611286,0.135201,1.307744,1,1,"elbow_flex",6.715860
4,-3.324868,0.825174,-7.955579,-2.014839,0.234039,2.294158,1,1,"elbow_flex",6.539882
5,-0.712140,4.136789,-7.533963,-0.187443,0.204338,0.337508,1,1,"elbow_flex",3.557885
6,0.490897,-0.121924,-7.255566,-0.611210,-0.007704,1.238198,1,1,"elbow_flex",5.159552
7,-0.650088,4.974008,-9.438687,-0.538830,0.061033,0.636223,1,1,"elbow_flex",5.434734
8,-2.090253,0.179849,-5.714856,-1.490700,0.232202,1.367859,0,0,"",4.870739
9,-0.079301,-1.909858,-5.664899,-1.783359,0.138487,0.580109,0,0,"",5.974014
10,-1.124852,5.636651,-8.911893,-2.219028,0.142224,1.655905,2,1,"shoulder_lift;elbow_flex",5.628681
11,-0.911191,0.096551,-7.791821,-1.498459,0.217561,1.579337,1,1,"elbow_flex",5.561795
12,-0.882527,-6.682425,-3.443967,-2.698643,-0.010917,2.266872,1,1,"shoulder_lift",11.011480
13,1.070819,0.279336,-6.819348,-1.412990,0.209240,1.217309,1,1,"elbow_flex",4.667111
14,-1.794799,1.669656,-7.527158,-2.565388,0.158567,1.117299,1,1,"elbow_flex",4.824179
15,-2.594516,7.258340,-10.115720,-2.700840,0.208327,0.897982,2,1,"shoulder_lift;elbow_flex",7.603672
16,-3.175652,4.864953,-11.399930,0.440395,0.196708,1.802028,1,1,"elbow_flex",8.364171
17,-1.650498,1.786874,-5.028714,-3.190651,0.171341,0.313643,0,0,"",3.611124
18,1.056561,0.799050,-7.061261,-1.974003,-0.099411,1.889301,1,1,"elbow_flex",4.779073
19,-0.519061,-0.008277,-3.455777,-5.791721,0.282592,2.471948,1,1,"wrist_flex",6.792965
