seed,shoulder_pan,shoulder_lift,elbow_flex,wrist_flex,wrist_roll,gripper,clamp_joint_count,any_clamp,clamped_joints,l2_error_vs_gt_deg
0,-1.583770,4.097375,-10.504575,0.030769,0.297566,-0.173345,1,1,"elbow_flex",6.167458
1,-1.119365,11.378701,-7.905766,-0.945907,0.363018,-0.488143,2,1,"shoulder_lift;elbow_flex",8.396593
2,0.438312,2.470582,-4.867558,-0.472645,0.334309,-0.405958,0,0,"",1.658453
3,0.517608,1.831224,-6.303517,0.819805,0.291111,-0.051265,1,1,"elbow_flex",2.773502
4,-1.444430,3.219583,-6.377042,-0.171635,0.448150,0.479381,1,1,"elbow_flex",2.689113
5,0.268668,4.463159,-5.553655,0.855595,0.369293,-0.912555,0,0,"",1.485129
6,0.247806,1.217500,-5.801152,0.760353,0.174025,-0.401576,1,1,"elbow_flex",2.967199
7,-0.391789,5.659867,-7.325627,0.294735,0.248644,-0.951679,2,1,"shoulder_lift;elbow_flex",3.375481
8,-0.731853,2.767572,-4.031850,0.146286,0.446021,-0.329370,0,0,"",1.632838
9,-0.207398,2.457910,-5.960309,-0.278030,0.290545,-0.878433,1,1,"elbow_flex",2.155352
10,0.005368,6.482766,-6.675015,-0.352985,0.302885,0.055995,2,1,"shoulder_lift;elbow_flex",3.425025
11,-0.270495,2.771157,-6.435460,0.084053,0.430461,0.075958,1,1,"elbow_flex",2.271642
12,-0.427178,-0.096122,-4.854741,-0.372734,0.121822,0.227415,0,0,"",4.102754
13,1.632588,2.911119,-4.661496,0.270813,0.405205,-0.352918,0,0,"",1.812982
14,-0.502715,3.861398,-6.154797,-0.817257,0.294616,-0.444282,1,1,"elbow_flex",2.016700
15,-1.455626,7.924226,-8.141278,-0.614673,0.352803,-0.412038,2,1,"shoulder_lift;elbow_flex",5.695982
16,-1.469867,7.221887,-9.064748,1.596085,0.375063,0.113295,2,1,"shoulder_lift;elbow_flex",6.004205
17,-0.578471,3.311624,-4.338895,-1.419926,0.282681,-0.819019,0,0,"",2.007124
18,0.733132,2.686135,-5.290997,0.081940,0.053795,-0.058216,0,0,"",1.507505
19,0.033261,2.566095,-2.050122,-2.523174,0.587118,0.475258,0,0,"",4.112246
