seed,shoulder_pan,shoulder_lift,elbow_flex,wrist_flex,wrist_roll,gripper,clamp_joint_count,any_clamp,clamped_joints,l2_error_vs_gt_deg
0,-1.777932,1.245645,-11.068723,-2.125934,0.033757,-0.560974,1,1,"elbow_flex",7.610165
1,-1.851748,10.086808,-5.824284,-4.045948,0.119868,-0.818122,3,1,"shoulder_lift;elbow_flex;wrist_flex",7.920270
2,1.256429,-3.342124,-0.933957,-3.591511,0.027804,-0.602224,0,0,"",9.018117
3,1.541760,-2.289580,-5.694478,-1.298656,-0.036208,-0.361146,0,0,"",6.577040
4,-3.242957,-0.959014,-4.033391,-3.193363,0.283998,0.518685,0,0,"",6.915340
5,0.417501,2.977822,-4.481374,-0.838940,0.128836,-1.341289,0,0,"",1.754061
6,0.941581,-3.488639,-2.833707,-1.783905,-0.245819,-0.776664,0,0,"",7.882231
7,-0.036010,3.111955,-5.776158,-2.311806,-0.035251,-1.600789,1,1,"elbow_flex",3.164206
8,-1.578328,-2.318335,-0.072461,-2.465603,0.231271,-0.848731,0,0,"",8.341379
9,0.187287,-1.860869,-4.508389,-2.362781,-0.023976,-1.074630,0,0,"",6.330387
10,-0.204564,4.034539,-4.220799,-3.633072,-0.033192,-0.261983,0,0,"",3.896036
11,-0.338094,-2.479209,-4.036038,-2.762577,0.153088,-0.511312,0,0,"",7.062362
12,0.188046,-10.455825,0.816707,-4.453236,-0.363539,0.018671,2,1,"shoulder_lift;wrist_flex",16.022239
13,1.834455,-0.658507,-2.639607,-1.918808,0.152182,-0.844106,0,0,"",5.661222
14,-1.168567,0.190461,-4.708142,-4.036625,-0.018588,-0.799844,1,1,"wrist_flex",5.804460
15,-2.000985,5.521348,-6.038190,-3.988235,0.079536,-1.032775,2,1,"shoulder_lift;elbow_flex",5.266619
16,-2.868775,5.804345,-8.028256,-0.336178,0.165639,-0.000964,2,1,"shoulder_lift;elbow_flex",5.014216
17,-1.502486,-0.512366,-0.209187,-5.270801,-0.053295,-1.608581,1,1,"wrist_flex",8.557111
18,2.700170,-3.650702,-0.526776,-3.616005,-0.456066,-0.414649,0,0,"",9.720046
19,1.856034,-4.079825,4.852031,-6.869671,0.418205,0.053173,1,1,"wrist_flex",14.362518
