seed,shoulder_pan,shoulder_lift,elbow_flex,wrist_flex,wrist_roll,gripper,clamp_joint_count,any_clamp,clamped_joints,l2_error_vs_gt_deg
0,-5.706009,9.140138,-22.977559,0.716377,0.330885,-0.599197,3,1,"shoulder_pan;shoulder_lift;elbow_flex",20.001463
1,-5.832427,21.736909,-14.273381,-0.816082,0.561958,-1.103107,3,1,"shoulder_pan;shoulder_lift;elbow_flex",21.231474
2,-2.468978,2.617288,-6.794255,-1.083576,0.355812,-0.104640,1,1,"elbow_flex",3.905089
3,-1.596086,2.252267,-13.834477,1.135418,0.233244,-0.596763,1,1,"elbow_flex",9.579121
4,-7.649157,6.611604,-10.970692,-0.566063,0.663332,1.508815,3,1,"shoulder_pan;shoulder_lift;elbow_flex",10.662039
5,-1.304694,9.201265,-7.996068,1.894749,0.467376,-2.085639,2,1,"shoulder_lift;elbow_flex",6.949041
6,-1.147122,2.026185,-8.563222,0.599720,0.069984,-0.843999,1,1,"elbow_flex",4.601148
7,-4.119037,10.948167,-12.109647,0.751564,0.233146,-2.156835,2,1,"shoulder_lift;elbow_flex",11.335381
8,-5.056819,5.934114,-5.133801,0.232090,0.682053,-0.449375,2,1,"shoulder_pan;shoulder_lift",5.703240
9,-2.606435,4.322030,-11.127545,-0.241848,0.279459,-1.532144,1,1,"elbow_flex",7.222796
10,-2.909341,11.239991,-12.835858,-0.551983,0.309624,0.253992,2,1,"shoulder_lift;elbow_flex",11.511894
11,-2.247514,3.686914,-11.889409,-0.094841,0.490314,0.093923,1,1,"elbow_flex",7.708616
12,-4.468804,-7.475791,-5.799115,-1.905197,-0.139207,2.201744,2,1,"shoulder_lift;elbow_flex",12.749252
13,1.786071,6.990022,-7.245274,0.416348,0.515439,-0.608276,2,1,"shoulder_lift;elbow_flex",4.443008
14,-4.338322,7.496957,-13.239354,-1.822262,0.361334,-0.114389,2,1,"shoulder_lift;elbow_flex",10.598746
15,-5.859698,16.227685,-15.257481,-1.384106,0.517824,-1.193416,3,1,"shoulder_pan;shoulder_lift;elbow_flex",17.496854
16,-6.412002,13.680307,-13.350896,2.591442,0.517085,0.237922,3,1,"shoulder_pan;shoulder_lift;elbow_flex",14.909436
17,-5.093134,9.626535,-5.970311,-3.378223,0.411420,-1.154222,3,1,"shoulder_pan;shoulder_lift;elbow_flex",8.754730
18,-1.360547,3.274987,-8.150594,-1.296936,-0.165208,0.742049,1,1,"elbow_flex",4.318286
19,-2.124845,4.682511,0.963878,-6.262337,0.921030,2.559723,1,1,"wrist_flex",9.403301
