seed,shoulder_pan,shoulder_lift,elbow_flex,wrist_flex,wrist_roll,gripper,clamp_joint_count,any_clamp,clamped_joints,l2_error_vs_gt_deg
0,-0.911221,7.094162,-11.267415,1.010937,0.165211,0.874633,2,1,"shoulder_lift;elbow_flex",7.613102
1,0.833848,13.673362,-8.330769,0.073456,0.291270,0.581359,2,1,"shoulder_lift;elbow_flex",10.552733
2,1.015443,4.151886,-4.143018,0.628407,0.276337,1.286250,0,0,"",1.973145
3,1.198104,4.671913,-7.577580,2.038944,0.169228,1.245525,1,1,"elbow_flex",4.036947
4,-0.585235,6.013672,-6.904996,0.464245,0.388204,1.917627,2,1,"shoulder_lift;elbow_flex",3.965510
5,0.800483,7.228470,-6.713834,1.936955,0.206067,0.644769,2,1,"shoulder_lift;elbow_flex",4.478223
6,0.559899,3.490478,-5.858540,1.824852,0.036805,0.965098,1,1,"elbow_flex",2.466343
7,0.212937,7.876899,-6.675641,1.276646,0.124225,-0.158932,2,1,"shoulder_lift;elbow_flex",4.637316
8,0.397697,5.185791,-3.403684,1.316074,0.387107,0.783036,1,1,"shoulder_lift",2.429263
9,0.198886,5.181617,-6.526326,0.948155,0.188173,0.386806,2,1,"shoulder_lift;elbow_flex",2.546764
10,0.745828,9.482025,-7.688924,0.317967,0.154915,1.617118,2,1,"shoulder_lift;elbow_flex",6.716729
11,0.489362,4.541938,-6.384229,1.043736,0.342667,1.524752,1,1,"elbow_flex",2.820334
12,0.611518,-0.675019,-4.850232,0.651112,0.058680,1.924203,0,0,"",5.112349
13,1.443227,5.323784,-6.141499,1.230019,0.327210,1.164036,2,1,"shoulder_lift;elbow_flex",3.074762
14,0.306863,6.559005,-6.479413,-0.114860,0.219456,0.874570,2,1,"shoulder_lift;elbow_flex",3.517068
15,-0.285335,10.005005,-7.645131,-0.104565,0.234200,0.780545,2,1,"shoulder_lift;elbow_flex",6.962534
16,-1.220271,9.763321,-9.672612,2.593266,0.246872,1.446310,2,1,"shoulder_lift;elbow_flex",8.434974
17,-0.134822,6.114616,-3.631406,-0.493854,0.193291,0.341753,1,1,"shoulder_lift",2.672034
18,2.025970,5.101265,-6.333653,1.366673,-0.086309,1.192405,1,1,"elbow_flex",3.391688
19,1.442857,5.740547,-1.445752,-1.460529,0.672799,1.844259,1,1,"shoulder_lift",4.821907
