seed,shoulder_pan,shoulder_lift,elbow_flex,wrist_flex,wrist_roll,gripper,clamp_joint_count,any_clamp,clamped_joints,l2_error_vs_gt_deg
0,-1.984560,6.762695,-7.946014,0.399277,0.275008,0.794649,2,1,"shoulder_lift;elbow_flex",9.055317
1,-0.366989,14.004562,-5.018890,-0.532532,0.394304,0.545601,1,1,"shoulder_lift",13.907250
2,0.138854,3.398239,-0.345848,0.005360,0.377159,1.192035,0,0,"",3.691779
3,0.227400,4.232521,-4.170395,1.484192,0.275428,1.130790,0,0,"",5.358523
4,-1.689620,5.164085,-3.055809,-0.194771,0.501910,1.792156,1,1,"shoulder_lift",5.309836
5,-0.035606,6.856606,-2.866615,1.312763,0.312021,0.517811,1,1,"shoulder_lift",6.932517
6,-0.434478,3.119583,-2.307289,1.306969,0.138929,0.835694,0,0,"",3.692663
7,-0.807529,8.038879,-3.410156,0.702759,0.225618,-0.299012,1,1,"shoulder_lift",7.916543
8,-0.796991,4.933342,0.269989,0.772102,0.510750,0.680444,0,0,"",5.239265
9,-0.723714,4.818993,-3.123604,0.419319,0.286438,0.356464,0,0,"",4.781008
10,-0.333286,9.364906,-4.216156,-0.223267,0.264932,1.516037,1,1,"shoulder_lift",9.357979
11,-0.298889,3.736198,-2.559662,0.337662,0.462876,1.385532,0,0,"",3.910387
12,-0.503700,-1.740540,-1.122612,-0.012222,0.141558,1.888512,0,0,"",3.195215
13,0.534821,5.015816,-2.225540,0.638451,0.442547,1.025817,0,0,"",5.128171
14,-0.936908,6.472549,-3.206833,-0.620575,0.330125,0.769799,1,1,"shoulder_lift",6.198848
15,-1.515720,10.071838,-4.473808,-0.655174,0.342950,0.744073,1,1,"shoulder_lift",10.000242
16,-2.320081,9.406891,-6.008423,1.965019,0.357527,1.388542,2,1,"shoulder_lift;elbow_flex",10.532023
17,-1.413187,6.124680,-0.057594,-1.049049,0.305677,0.233118,1,1,"shoulder_lift",5.878002
18,0.981452,4.676056,-2.660416,0.836189,0.004991,1.152219,0,0,"",5.124069
19,0.433840,5.220078,2.534210,-2.156788,0.780931,1.938918,1,1,"shoulder_lift",6.841733
