seed,shoulder_pan,shoulder_lift,elbow_flex,wrist_flex,wrist_roll,gripper,clamp_joint_count,any_clamp,clamped_joints,l2_error_vs_gt_deg
0,-6.065472,2.416436,-15.884892,0.732620,0.329836,2.948691,2,1,"shoulder_pan;elbow_flex",13.249471
1,-6.000281,19.473710,-6.560368,-1.349838,1.457357,3.461709,4,1,"shoulder_pan;shoulder_lift;elbow_flex;wrist_roll",17.435522
2,-1.263568,-3.252692,1.414958,-0.173824,0.606593,3.083977,0,0,"",9.676548
3,0.678273,-1.231582,-6.606114,2.146282,0.182727,3.056668,1,1,"elbow_flex",7.183141
4,-8.579820,2.405549,-4.956578,-1.068420,1.287943,5.365284,2,1,"shoulder_pan;wrist_roll",9.907424
5,-0.760612,4.875077,-0.545651,2.937576,0.954052,0.816439,0,0,"",5.959971
6,-0.377482,-4.017508,-0.326856,1.919552,-0.424761,2.287598,0,0,"",9.505211
7,-3.224412,5.447641,-4.252431,1.561424,-0.013084,0.829943,1,1,"shoulder_lift",4.325176
8,-6.578053,0.521463,3.374561,0.753769,1.762661,2.671207,2,1,"shoulder_pan;wrist_roll",10.962621
9,-1.757066,-3.038627,-1.365125,0.266995,0.429390,1.048161,0,0,"",7.589177
10,-3.432661,8.802339,-5.103757,-0.749161,0.444658,3.904935,1,1,"shoulder_lift",7.386841
11,-1.456546,-1.727645,-3.544087,0.397576,1.095484,3.881511,0,0,"",7.099928
12,-2.437127,-13.743491,2.073550,-1.785644,-0.733857,5.291593,1,1,"shoulder_lift",19.411647
13,1.049119,0.348443,0.945857,1.522034,1.040250,2.365511,0,0,"",7.583140
14,-5.142867,1.890878,-4.359822,-2.332023,0.477542,3.385829,1,1,"shoulder_pan",6.190471
15,-6.878284,10.390359,-5.921735,-1.876034,1.154316,2.773047,4,1,"shoulder_pan;shoulder_lift;elbow_flex;wrist_roll",9.967540
16,-5.865706,10.789003,-10.887959,3.261288,0.912730,3.829101,3,1,"shoulder_pan;shoulder_lift;elbow_flex",12.595716
17,-8.189050,2.835214,4.898189,-3.401474,0.476637,0.615512,1,1,"shoulder_pan",12.254274
18,0.809609,-3.550902,-0.756123,-0.806461,-0.958001,4.379029,0,0,"",9.474729
19,-1.412883,1.986741,6.287563,-5.927563,2.449675,5.719009,3,1,"elbow_flex;wrist_flex;wrist_roll",13.571423
