seed,shoulder_pan,shoulder_lift,elbow_flex,wrist_flex,wrist_roll,gripper,clamp_joint_count,any_clamp,clamped_joints,l2_error_vs_gt_deg
0,-1.573647,6.479966,-11.006673,0.745800,0.203706,1.034518,2,1,"shoulder_lift;elbow_flex",7.275408
1,0.199634,13.069795,-8.147733,-0.142219,0.324561,0.643610,2,1,"shoulder_lift;elbow_flex",9.918743
2,0.285532,3.414361,-3.919751,0.411011,0.317058,1.320180,0,0,"",1.896763
3,0.476995,4.081613,-7.377446,1.791866,0.208418,1.333990,1,1,"elbow_flex",3.614602
4,-1.146317,5.131700,-6.636159,0.209339,0.425109,1.931680,1,1,"elbow_flex",3.573313
5,0.119916,6.501535,-6.543485,1.703846,0.244869,0.732143,2,1,"shoulder_lift;elbow_flex",3.752200
6,-0.278040,2.934343,-5.685178,1.622280,0.081694,1.056113,0,0,"",2.473083
7,-0.510838,7.353227,-6.560223,1.075298,0.163867,-0.076810,2,1,"shoulder_lift;elbow_flex",4.153917
8,-0.238940,4.549775,-3.206555,1.090664,0.421485,0.839379,0,0,"",2.233198
9,-0.472634,4.596696,-6.410649,0.710804,0.231486,0.525555,1,1,"elbow_flex",2.288011
10,0.136257,8.833070,-7.584470,0.099655,0.193523,1.656094,2,1,"shoulder_lift;elbow_flex",6.121472
11,-0.011670,3.774606,-6.135358,0.790478,0.377134,1.603076,1,1,"elbow_flex",2.569120
12,-0.028777,-0.985495,-4.723340,0.412983,0.108089,1.979931,0,0,"",5.383655
13,0.675821,4.653001,-5.877065,0.964764,0.358444,1.227442,1,1,"elbow_flex",2.368857
14,-0.380257,5.918176,-6.256833,-0.348034,0.258897,0.927917,2,1,"shoulder_lift;elbow_flex",3.034822
15,-0.824704,9.371278,-7.482190,-0.343262,0.271545,0.863083,2,1,"shoulder_lift;elbow_flex",6.430699
16,-1.818057,9.046983,-9.449132,2.337422,0.288687,1.547626,2,1,"shoulder_lift;elbow_flex",7.891849
17,-0.822787,5.607324,-3.511815,-0.654861,0.234286,0.432201,1,1,"shoulder_lift",2.583962
18,1.338012,4.700692,-6.281499,1.155972,-0.034088,1.275170,1,1,"elbow_flex",2.872048
19,0.816221,5.391435,-1.521474,-1.603390,0.721980,1.909186,1,1,"shoulder_lift",4.610743
