dataset,episode,joint,n_frames,mean_abs_delta_deg,median_abs_delta_deg,p95_abs_delta_deg,max_abs_delta_deg,would_clamp_threshold_deg,frac_would_clamp
v3_clean,13,shoulder_pan,28,1.09890,1.14286,1.14286,1.14286,4.58000,0.00000
v3_clean,13,shoulder_lift,28,0.55887,0.35165,1.45055,2.72527,5.16000,0.00000
v3_clean,13,elbow_flex,28,2.32026,2.06594,3.31869,4.08791,5.73000,0.00000
v3_clean,13,wrist_flex,28,0.94505,0.92308,1.01099,1.01099,4.01000,0.00000
v3_clean,13,wrist_roll,28,0.29513,0.26374,0.35165,0.35165,1.15000,0.00000
v3_clean,13,gripper,28,0.40660,0.43955,0.43955,0.43955,9.17000,0.00000
v3_clean,14,shoulder_pan,73,0.81529,0.87912,0.87912,0.87912,4.58000,0.00000
v3_clean,14,shoulder_lift,73,0.67921,0.61539,0.65055,3.78022,5.16000,0.00000
v3_clean,14,elbow_flex,73,2.50670,2.41758,2.69890,4.70329,5.73000,0.00000
v3_clean,14,wrist_flex,73,0.21978,0.21978,0.21978,0.21978,4.01000,0.00000
v3_clean,14,wrist_roll,73,0.17342,0.17582,0.26374,0.26374,1.15000,0.00000
v3_clean,14,gripper,73,0.36662,0.36662,0.36662,0.36662,9.17000,0.00000
v3_clean,15,shoulder_pan,69,0.40516,0.35165,0.61538,0.70330,4.58000,0.00000
v3_clean,15,shoulder_lift,69,0.38478,0.26374,0.77363,2.46153,5.16000,0.00000
v3_clean,15,elbow_flex,69,2.23284,2.15385,2.64615,3.73627,5.73000,0.00000
v3_clean,15,wrist_flex,69,0.91288,0.92308,0.92308,0.92308,4.01000,0.00000
v3_clean,15,wrist_roll,69,0.11467,0.08791,0.26374,0.26374,1.15000,0.00000
v3_clean,15,gripper,69,0.29956,0.29956,0.29956,0.29956,9.17000,0.00000
v3_clean,16,shoulder_pan,25,0.84396,0.87912,0.87912,0.87912,4.58000,0.00000
v3_clean,16,shoulder_lift,25,0.74198,0.61539,1.61758,2.46153,5.16000,0.00000
v3_clean,16,elbow_flex,25,1.97099,1.89011,2.36484,2.68132,5.73000,0.00000
v3_clean,16,wrist_flex,25,0.89143,0.92308,0.92308,0.92308,4.01000,0.00000
v3_clean,16,wrist_roll,25,0.22505,0.26374,0.26374,0.26374,1.15000,0.00000
v3_clean,16,gripper,25,0.24666,0.24666,0.24666,0.24666,9.17000,0.00000
v3_clean,17,shoulder_pan,20,0.79121,0.87912,0.87912,0.87912,4.58000,0.00000
v3_clean,17,shoulder_lift,20,0.80000,0.35165,2.94506,3.78022,5.16000,0.00000
v3_clean,17,elbow_flex,20,1.85055,1.71429,2.46154,3.29671,5.73000,0.00000
v3_clean,17,wrist_flex,20,1.27472,1.27472,1.27472,1.27472,4.01000,0.00000
v3_clean,17,wrist_roll,20,0.19780,0.17582,0.26374,0.26374,1.15000,0.00000
v3_clean,17,gripper,20,0.39057,0.39057,0.39057,0.39057,9.17000,0.00000
v3_clean,18,shoulder_pan,68,0.43697,0.43956,0.52747,0.70330,4.58000,0.00000
v3_clean,18,shoulder_lift,68,0.58177,0.61538,0.67253,3.34066,5.16000,0.00000
v3_clean,18,elbow_flex,68,2.00259,1.80220,3.52088,5.05495,5.73000,0.00000
v3_clean,18,wrist_flex,68,0.05171,0.04396,0.13187,0.13187,4.01000,0.00000
v3_clean,18,wrist_roll,68,0.26374,0.26374,0.26374,0.26374,1.15000,0.00000
v3_clean,18,gripper,68,0.43955,0.43955,0.43955,0.43955,9.17000,0.00000
v3_clean,19,shoulder_pan,38,0.49277,0.35165,0.87912,0.87912,4.58000,0.00000
v3_clean,19,shoulder_lift,38,0.58762,0.52747,0.87033,2.10989,5.16000,0.00000
v3_clean,19,elbow_flex,38,2.56333,1.89011,3.92967,5.23077,5.73000,0.00000
v3_clean,19,wrist_flex,38,0.78658,0.83517,0.83517,0.83517,4.01000,0.00000
v3_clean,19,wrist_roll,38,0.21053,0.17582,0.35165,0.35165,1.15000,0.00000
v3_clean,19,gripper,38,0.32547,0.32547,0.32547,0.32547,9.17000,0.00000
v3_clean,20,shoulder_pan,69,0.17328,0.17582,0.17582,0.17582,4.58000,0.00000
v3_clean,20,shoulder_lift,69,0.52492,0.43956,0.61539,3.25275,5.16000,0.00000
v3_clean,20,elbow_flex,69,1.59070,1.53846,1.67912,3.38461,5.73000,0.00000
v3_clean,20,wrist_flex,69,1.18681,1.18681,1.18681,1.18681,4.01000,0.00000
v3_clean,20,wrist_roll,69,0.11212,0.08791,0.26374,0.26374,1.15000,0.00000
v3_clean,20,gripper,69,0.29564,0.29564,0.29564,0.29564,9.17000,0.00000
v3_clean,21,shoulder_pan,21,0.56515,0.61539,0.61539,0.61539,4.58000,0.00000
v3_clean,21,shoulder_lift,21,0.64050,0.43956,2.02197,2.63736,5.16000,0.00000
v3_clean,21,elbow_flex,21,1.77708,1.71429,2.15385,2.41759,5.73000,0.00000
v3_clean,21,wrist_flex,21,0.92308,0.92308,0.92308,0.92308,4.01000,0.00000
v3_clean,21,wrist_roll,21,0.14233,0.08791,0.26374,0.26374,1.15000,0.00000
v3_clean,21,gripper,21,0.29564,0.29564,0.29564,0.29564,9.17000,0.00000
v3_clean,22,shoulder_pan,32,0.70330,0.70330,0.70330,0.70330,4.58000,0.00000
v3_clean,22,shoulder_lift,32,0.47527,0.43956,0.70329,0.70329,5.16000,0.00000
v3_clean,22,elbow_flex,32,2.22253,1.97802,3.48571,4.35165,5.73000,0.00000
v3_clean,22,wrist_flex,32,0.89011,0.83517,1.35824,2.41758,4.01000,0.00000
v3_clean,22,wrist_roll,32,0.14286,0.17582,0.26374,0.26374,1.15000,0.00000
v3_clean,22,gripper,32,0.30152,0.30152,0.30152,0.30152,9.17000,0.00000
v3_clean,23,shoulder_pan,52,0.68132,0.70330,0.79121,0.79121,4.58000,0.00000
v3_clean,23,shoulder_lift,52,0.27050,0.08791,1.06813,2.46154,5.16000,0.00000
v3_clean,23,elbow_flex,52,2.48859,2.32967,3.18242,5.23077,5.73000,0.00000
v3_clean,23,wrist_flex,52,0.74725,0.74725,0.74725,0.74725,4.01000,0.00000
v3_clean,23,wrist_roll,52,0.14032,0.17582,0.26374,0.26374,1.15000,0.00000
v3_clean,23,gripper,52,0.31110,0.29609,0.36706,0.36706,9.17000,0.00000
v3_clean,24,shoulder_pan,18,0.87912,0.87912,0.87912,0.87912,4.58000,0.00000
v3_clean,24,shoulder_lift,18,0.78633,0.48352,2.31649,2.98901,5.16000,0.00000
v3_clean,24,elbow_flex,18,2.18803,1.89011,3.59121,4.26373,5.73000,0.00000
v3_clean,24,wrist_flex,18,1.18681,1.18681,1.18681,1.18681,4.01000,0.00000
v3_clean,24,wrist_roll,18,0.09768,0.00000,0.26374,0.26374,1.15000,0.00000
v3_clean,24,gripper,18,0.36858,0.36858,0.36858,0.36858,9.17000,0.00000
v3_clean,25,shoulder_pan,77,0.66790,0.70330,0.70330,0.70330,4.58000,0.00000
v3_clean,25,shoulder_lift,77,0.50121,0.52747,0.52747,0.61539,5.16000,0.00000
v3_clean,25,elbow_flex,77,1.80562,1.71428,2.11868,4.43956,5.73000,0.00000
v3_clean,25,wrist_flex,77,1.03497,1.01099,1.01099,2.94506,4.01000,0.00000
v3_clean,25,wrist_roll,77,0.10504,0.08791,0.28132,0.35165,1.15000,0.00000
v3_clean,25,gripper,77,0.30152,0.30152,0.30152,0.30152,9.17000,0.00000
v3_clean,26,shoulder_pan,50,0.68747,0.65934,0.96703,0.96703,4.58000,0.00000
v3_clean,26,shoulder_lift,50,0.32879,0.26374,0.84835,2.81319,5.16000,0.00000
v3_clean,26,elbow_flex,50,2.21539,1.97803,3.98682,5.23077,5.73000,0.00000
v3_clean,26,wrist_flex,50,0.39560,0.39560,0.39560,0.39560,4.01000,0.00000
v3_clean,26,wrist_roll,50,0.17758,0.17582,0.26374,0.26374,1.15000,0.00000
v3_clean,26,gripper,50,0.11647,0.11647,0.11647,0.11647,9.17000,0.00000
v3_clean,27,shoulder_pan,18,0.48352,0.43956,0.54066,0.61539,4.58000,0.00000
v3_clean,27,shoulder_lift,18,0.75702,0.43956,2.51429,2.81319,5.16000,0.00000
v3_clean,27,elbow_flex,18,2.52991,2.06593,4.25495,4.70329,5.73000,0.00000
v3_clean,27,wrist_flex,18,0.04395,0.04395,0.04395,0.04395,4.01000,0.00000
v3_clean,27,wrist_roll,18,0.15140,0.13187,0.35165,0.35165,1.15000,0.00000
v3_clean,27,gripper,18,0.43955,0.43955,0.43955,0.43955,9.17000,0.00000
v3_clean,28,shoulder_pan,50,0.08791,0.08791,0.08791,0.08791,4.58000,0.00000
v3_clean,28,shoulder_lift,50,0.48000,0.35165,1.03296,2.54945,5.16000,0.00000
v3_clean,28,elbow_flex,50,2.15736,2.15385,2.15385,2.32967,5.73000,0.00000
v3_clean,28,wrist_flex,50,1.18681,1.18681,1.18681,1.18681,4.01000,0.00000
v3_clean,28,wrist_roll,50,0.07912,0.08791,0.17582,0.17582,1.15000,0.00000
v3_clean,28,gripper,50,0.23839,0.23839,0.23839,0.23839,9.17000,0.00000
v3_clean,29,shoulder_pan,35,0.50989,0.61538,0.61538,0.61538,4.58000,0.00000
v3_clean,29,shoulder_lift,35,0.50738,0.52747,0.52747,0.52747,5.16000,0.00000
v3_clean,29,elbow_flex,35,1.85746,1.80220,2.14506,2.85715,5.73000,0.00000
v3_clean,29,wrist_flex,35,1.13155,1.09890,1.30989,3.03297,4.01000,0.00000
v3_clean,29,wrist_roll,35,0.28132,0.26374,0.35165,0.35165,1.15000,0.00000
v3_clean,29,gripper,35,0.36858,0.36858,0.36858,0.36858,9.17000,0.00000
v4_train39,0,shoulder_pan,33,0.53813,0.61538,0.70330,0.70330,4.58000,0.00000
v4_train39,0,shoulder_lift,33,0.63936,0.52747,2.56703,4.21978,5.16000,0.00000
v4_train39,0,elbow_flex,33,2.79054,2.41758,5.00220,5.40659,5.73000,0.00000
v4_train39,0,wrist_flex,33,0.09990,0.04396,0.21978,0.21978,4.01000,0.00000
v4_train39,0,wrist_roll,33,0.09857,0.08791,0.17582,0.26374,1.15000,0.00000
v4_train39,0,gripper,33,0.32351,0.32351,0.32351,0.32351,9.17000,0.00000
v4_train39,1,shoulder_pan,33,0.47419,0.43956,0.82637,0.87912,4.58000,0.00000
v4_train39,1,shoulder_lift,33,0.43157,0.35165,0.73846,1.14285,5.16000,0.00000
v4_train39,1,elbow_flex,33,2.34565,2.06593,4.01758,4.26373,5.73000,0.00000
v4_train39,1,wrist_flex,33,0.73660,0.74725,0.74725,0.74725,4.01000,0.00000
v4_train39,1,wrist_roll,33,0.11455,0.17582,0.17582,0.17582,1.15000,0.00000
v4_train39,1,gripper,33,0.30740,0.30740,0.30740,0.30740,9.17000,0.00000
v4_train39,2,shoulder_pan,30,0.57143,0.61538,0.61538,0.61538,4.58000,0.00000
v4_train39,2,shoulder_lift,30,0.60366,0.35165,2.19340,3.25275,5.16000,0.00000
v4_train39,2,elbow_flex,30,1.79927,1.71429,2.25934,3.03297,5.73000,0.00000
v4_train39,2,wrist_flex,30,0.92894,0.92308,0.97143,1.01099,4.01000,0.00000
v4_train39,2,wrist_roll,30,0.24029,0.26374,0.31209,0.35165,1.15000,0.00000
v4_train39,2,gripper,30,0.31372,0.31372,0.31372,0.31372,9.17000,0.00000
v4_train39,3,shoulder_pan,39,0.25472,0.26374,0.35165,0.35165,4.58000,0.00000
v4_train39,3,shoulder_lift,39,0.32911,0.26374,0.56264,1.40659,5.16000,0.00000
v4_train39,3,elbow_flex,39,2.73767,2.41758,3.58681,3.91209,5.73000,0.00000
v4_train39,3,wrist_flex,39,0.83517,0.83517,0.83517,0.83517,4.01000,0.00000
v4_train39,3,wrist_roll,39,0.20062,0.26374,0.26374,0.26374,1.15000,0.00000
v4_train39,3,gripper,39,0.45566,0.45566,0.45566,0.45566,9.17000,0.00000
v4_train39,4,shoulder_pan,15,0.84982,0.87912,0.87912,0.87912,4.58000,0.00000
v4_train39,4,shoulder_lift,15,0.62124,0.26373,2.03077,2.46154,5.16000,0.00000
v4_train39,4,elbow_flex,15,2.17143,2.15385,2.26813,2.32967,5.73000,0.00000
v4_train39,4,wrist_flex,15,0.83517,0.83517,0.83517,0.83517,4.01000,0.00000
v4_train39,4,wrist_roll,15,0.19341,0.17582,0.26374,0.26374,1.15000,0.00000
v4_train39,4,gripper,15,0.45370,0.45370,0.45370,0.45370,9.17000,0.00000
v4_train39,5,shoulder_pan,22,1.05494,1.05494,1.05494,1.05494,4.58000,0.00000
v4_train39,5,shoulder_lift,22,0.53946,0.39561,0.96703,1.93407,5.16000,0.00000
v4_train39,5,elbow_flex,22,0.90310,0.83517,1.52527,1.89011,5.73000,0.00000
v4_train39,5,wrist_flex,22,0.85914,1.01099,1.01099,1.01099,4.01000,0.00000
v4_train39,5,wrist_roll,22,0.22378,0.26374,0.26374,0.26374,1.15000,0.00000
v4_train39,5,gripper,22,0.36858,0.36858,0.36858,0.36858,9.17000,0.00000
v4_train39,6,shoulder_pan,37,0.83398,0.79121,1.07253,1.23077,4.58000,0.00000
v4_train39,6,shoulder_lift,37,0.52035,0.43956,1.21319,2.81319,5.16000,0.00000
v4_train39,6,elbow_flex,37,2.64092,2.50549,3.91209,4.35165,5.73000,0.00000
v4_train39,6,wrist_flex,37,0.83279,0.92308,0.92308,0.92308,4.01000,0.00000
v4_train39,6,wrist_roll,37,0.09266,0.08791,0.26374,0.26374,1.15000,0.00000
v4_train39,6,gripper,37,0.37054,0.37054,0.37054,0.37054,9.17000,0.00000
v4_train39,7,shoulder_pan,19,0.79121,0.79121,0.79121,0.79121,4.58000,0.00000
v4_train39,7,shoulder_lift,19,0.74494,0.52747,2.26813,2.90110,5.16000,0.00000
v4_train39,7,elbow_flex,19,2.12608,1.62637,3.88571,4.43956,5.73000,0.00000
v4_train39,7,wrist_flex,19,0.92308,0.92308,0.92308,0.92308,4.01000,0.00000
v4_train39,7,wrist_roll,19,0.16194,0.17582,0.26374,0.26374,1.15000,0.00000
v4_train39,7,gripper,19,0.31720,0.31720,0.31720,0.31720,9.17000,0.00000
v4_train39,8,shoulder_pan,29,0.44259,0.43956,0.43956,0.52747,4.58000,0.00000
v4_train39,8,shoulder_lift,29,0.42440,0.08791,2.54944,3.16483,5.16000,0.00000
v4_train39,8,elbow_flex,29,2.17203,1.97802,3.22637,3.64835,5.73000,0.00000
v4_train39,8,wrist_flex,29,0.92308,0.92308,1.23956,1.27472,4.01000,0.00000
v4_train39,8,wrist_roll,29,0.26374,0.26374,0.26374,0.26374,1.15000,0.00000
v4_train39,8,gripper,29,0.29760,0.29760,0.29760,0.29760,9.17000,0.00000
v4_train39,9,shoulder_pan,35,0.26374,0.26374,0.26374,0.26374,4.58000,0.00000
v4_train39,9,shoulder_lift,35,0.59529,0.43956,1.77582,3.69231,5.16000,0.00000
v4_train39,9,elbow_flex,35,2.08101,1.80220,3.77143,4.70329,5.73000,0.00000
v4_train39,9,wrist_flex,35,0.22732,0.21978,0.30769,0.30769,4.01000,0.00000
v4_train39,9,wrist_roll,35,0.17582,0.08791,0.35165,0.35165,1.15000,0.00000
v4_train39,9,gripper,35,0.30740,0.30740,0.30740,0.30740,9.17000,0.00000
v4_train39,10,shoulder_pan,21,0.65306,0.79121,0.79121,0.79121,4.58000,0.00000
v4_train39,10,shoulder_lift,21,0.58190,0.35165,2.19780,3.51648,5.16000,0.00000
v4_train39,10,elbow_flex,21,1.83150,1.62637,2.85714,3.64835,5.73000,0.00000
v4_train39,10,wrist_flex,21,1.09890,1.09890,1.09890,1.09890,4.01000,0.00000
v4_train39,10,wrist_roll,21,0.10047,0.00000,0.26374,0.26374,1.15000,0.00000
v4_train39,10,gripper,21,0.31372,0.31372,0.31372,0.31372,9.17000,0.00000
v4_train39,11,shoulder_pan,37,0.50371,0.35165,0.70330,0.70330,4.58000,0.00000
v4_train39,11,shoulder_lift,37,0.49896,0.43957,0.79121,1.58241,5.16000,0.00000
v4_train39,11,elbow_flex,37,1.74517,1.62637,2.94505,3.73626,5.73000,0.00000
v4_train39,11,wrist_flex,37,1.04188,1.09890,1.09890,1.09890,4.01000,0.00000
v4_train39,11,wrist_roll,37,0.18295,0.17582,0.26374,0.26374,1.15000,0.00000
v4_train39,11,gripper,37,0.23251,0.23251,0.23251,0.23251,9.17000,0.00000
v4_train39,12,shoulder_pan,39,0.80248,0.79121,0.87912,0.87912,4.58000,0.00000
v4_train39,12,shoulder_lift,39,0.30657,0.26373,0.46593,1.31868,5.16000,0.00000
v4_train39,12,elbow_flex,39,1.75711,1.45055,3.35824,4.26374,5.73000,0.00000
v4_train39,12,wrist_flex,39,0.85094,0.83517,0.89670,1.71429,4.01000,0.00000
v4_train39,12,wrist_roll,39,0.11947,0.08791,0.35165,0.35165,1.15000,0.00000
v4_train39,12,gripper,39,0.28710,0.30348,0.30348,0.30348,9.17000,0.00000
v4_train39,13,shoulder_pan,36,0.81319,0.79121,1.07692,1.23077,4.58000,0.00000
v4_train39,13,shoulder_lift,36,0.57387,0.35165,1.80219,3.16483,5.16000,0.00000
v4_train39,13,elbow_flex,36,1.86569,1.71429,2.28572,3.29671,5.73000,0.00000
v4_train39,13,wrist_flex,36,1.09890,1.09890,1.09890,1.09890,4.01000,0.00000
v4_train39,13,wrist_roll,36,0.19780,0.26374,0.26374,0.26374,1.15000,0.00000
v4_train39,13,gripper,36,0.30740,0.30740,0.30740,0.30740,9.17000,0.00000
v4_train39,14,shoulder_pan,30,0.35458,0.26374,0.70330,0.79121,4.58000,0.00000
v4_train39,14,shoulder_lift,30,0.56850,0.35165,2.24176,3.16483,5.16000,0.00000
v4_train39,14,elbow_flex,30,2.14799,2.06593,2.55385,2.68132,5.73000,0.00000
v4_train39,14,wrist_flex,30,0.13773,0.13187,0.18022,0.21978,4.01000,0.00000
v4_train39,14,wrist_roll,30,0.23443,0.26374,0.26374,0.26374,1.15000,0.00000
v4_train39,14,gripper,30,0.44539,0.45958,0.45958,0.45958,9.17000,0.00000
v4_train39,15,shoulder_pan,30,0.34579,0.35165,0.35165,0.35165,4.58000,0.00000
v4_train39,15,shoulder_lift,30,0.54212,0.21978,2.72967,3.60440,5.16000,0.00000
v4_train39,15,elbow_flex,30,2.30623,2.02198,3.98681,4.52747,5.73000,0.00000
v4_train39,15,wrist_flex,30,0.81465,0.92308,0.92308,0.92308,4.01000,0.00000
v4_train39,15,wrist_roll,30,0.25788,0.26374,0.26374,0.26374,1.15000,0.00000
v4_train39,15,gripper,30,0.30348,0.30348,0.30348,0.30348,9.17000,0.00000
v4_train39,16,shoulder_pan,40,0.29451,0.26374,0.35165,0.35165,4.58000,0.00000
v4_train39,16,shoulder_lift,40,0.48132,0.52747,0.97143,1.05495,5.16000,0.00000
v4_train39,16,elbow_flex,40,3.22198,2.98901,3.91648,4.17583,5.73000,0.00000
v4_train39,16,wrist_flex,40,0.86154,0.92308,0.92308,0.92308,4.01000,0.00000
v4_train39,16,wrist_roll,40,0.13407,0.08791,0.26374,0.26374,1.15000,0.00000
v4_train39,16,gripper,40,0.32156,0.32156,0.32156,0.32156,9.17000,0.00000
v4_train39,17,shoulder_pan,44,0.28571,0.26374,0.43956,0.43956,4.58000,0.00000
v4_train39,17,shoulder_lift,44,0.63537,0.52747,1.31429,2.90110,5.16000,0.00000
v4_train39,17,elbow_flex,44,2.94505,2.68131,4.29891,4.52747,5.73000,0.00000
v4_train39,17,wrist_flex,44,0.83516,0.92308,0.92308,0.92308,4.01000,0.00000
v4_train39,17,wrist_roll,44,0.06793,0.08791,0.08791,0.08791,1.15000,0.00000
v4_train39,17,gripper,44,0.30348,0.30348,0.30348,0.30348,9.17000,0.00000
v4_train39,18,shoulder_pan,47,0.64157,0.61538,0.85275,0.87912,4.58000,0.00000
v4_train39,18,shoulder_lift,47,0.57049,0.35165,1.09890,3.07692,5.16000,0.00000
v4_train39,18,elbow_flex,47,2.22492,1.97802,3.27912,3.91209,5.73000,0.00000
v4_train39,18,wrist_flex,47,0.84826,0.83516,0.98461,1.01099,4.01000,0.00000
v4_train39,18,wrist_roll,47,0.20388,0.17582,0.26374,0.26374,1.15000,0.00000
v4_train39,18,gripper,47,0.23251,0.23251,0.23251,0.23251,9.17000,0.00000
v4_train39,19,shoulder_pan,45,0.74432,0.70330,0.79121,0.79121,4.58000,0.00000
v4_train39,19,shoulder_lift,45,1.06667,1.05495,1.19561,2.37363,5.16000,0.00000
v4_train39,19,elbow_flex,45,1.30989,0.65934,3.78901,4.87912,5.73000,0.00000
v4_train39,19,wrist_flex,45,0.77070,0.83517,0.83517,0.83517,4.01000,0.00000
v4_train39,19,wrist_roll,45,0.14261,0.17582,0.17582,0.26374,1.15000,0.00000
v4_train39,19,gripper,45,0.43759,0.43759,0.43759,0.43759,9.17000,0.00000
v4_train39,20,shoulder_pan,40,0.45275,0.43956,0.52747,0.52747,4.58000,0.00000
v4_train39,20,shoulder_lift,40,0.82857,0.70330,2.24615,3.34066,5.16000,0.00000
v4_train39,20,elbow_flex,40,1.20879,0.74725,3.14725,3.91209,5.73000,0.00000
v4_train39,20,wrist_flex,40,0.11209,0.13187,0.13187,0.13187,4.01000,0.00000
v4_train39,20,wrist_roll,40,0.29451,0.26374,0.35165,0.35165,1.15000,0.00000
v4_train39,20,gripper,40,0.32156,0.32156,0.32156,0.32156,9.17000,0.00000
v4_train39,21,shoulder_pan,31,0.53031,0.52747,0.52747,0.61538,4.58000,0.00000
v4_train39,21,shoulder_lift,31,0.66359,0.43956,1.89011,3.25275,5.16000,0.00000
v4_train39,21,elbow_flex,31,3.03013,2.94505,3.86813,4.00000,5.73000,0.00000
v4_train39,21,wrist_flex,31,1.06204,1.18681,1.18681,1.18681,4.01000,0.00000
v4_train39,21,wrist_roll,31,0.26090,0.26374,0.26374,0.26374,1.15000,0.00000
v4_train39,21,gripper,31,0.30185,0.29956,0.29956,0.37054,9.17000,0.00000
v4_train39,22,shoulder_pan,16,0.75275,0.79121,0.79121,0.79121,4.58000,0.00000
v4_train39,22,shoulder_lift,16,0.92857,0.52747,2.81318,3.07692,5.16000,0.00000
v4_train39,22,elbow_flex,16,2.57692,2.46154,3.53846,3.73627,5.73000,0.00000
v4_train39,22,wrist_flex,16,0.70879,0.74725,0.92308,0.92308,4.01000,0.00000
v4_train39,22,wrist_roll,16,0.26374,0.26374,0.26374,0.26374,1.15000,0.00000
v4_train39,22,gripper,16,0.25058,0.25058,0.25058,0.25058,9.17000,0.00000
v4_train39,23,shoulder_pan,33,0.87912,0.87912,0.87912,0.87912,4.58000,0.00000
v4_train39,23,shoulder_lift,33,0.68998,0.61539,1.37143,2.72527,5.16000,0.00000
v4_train39,23,elbow_flex,33,1.71695,1.62637,2.01318,3.03297,5.73000,0.00000
v4_train39,23,wrist_flex,33,0.96570,0.92308,1.01099,1.01099,4.01000,0.00000
v4_train39,23,wrist_roll,33,0.09324,0.08791,0.17582,0.26374,1.15000,0.00000
v4_train39,23,gripper,33,0.45958,0.45958,0.45958,0.45958,9.17000,0.00000
v4_train39,24,shoulder_pan,21,0.06279,0.08791,0.08791,0.08791,4.58000,0.00000
v4_train39,24,shoulder_lift,21,0.82051,0.61539,2.02198,2.98901,5.16000,0.00000
v4_train39,24,elbow_flex,21,2.03663,1.89011,2.76923,3.38461,5.73000,0.00000
v4_train39,24,wrist_flex,21,0.75562,0.74725,0.83516,0.83516,4.01000,0.00000
v4_train39,24,wrist_roll,21,0.07117,0.08791,0.08791,0.08791,1.15000,0.00000
v4_train39,24,gripper,21,0.31524,0.31524,0.31524,0.31524,9.17000,0.00000
v4_train39,25,shoulder_pan,15,0.52747,0.52747,0.52747,0.52747,4.58000,0.00000
v4_train39,25,shoulder_lift,15,0.61538,0.17582,1.93406,1.93407,5.16000,0.00000
v4_train39,25,elbow_flex,15,2.16557,2.06593,2.67253,2.85715,5.73000,0.00000
v4_train39,25,wrist_flex,15,1.04029,1.01099,1.21319,1.27473,4.01000,0.00000
v4_train39,25,wrist_roll,15,0.26374,0.26374,0.26374,0.26374,1.15000,0.00000
v4_train39,25,gripper,15,0.15762,0.15762,0.15762,0.15762,9.17000,0.00000
v4_train39,26,shoulder_pan,46,0.70521,0.79121,0.79121,0.79121,4.58000,0.00000
v4_train39,26,shoulder_lift,46,0.35356,0.08791,1.40659,2.98901,5.16000,0.00000
v4_train39,26,elbow_flex,46,2.07358,1.89011,2.65934,3.64835,5.73000,0.00000
v4_train39,26,wrist_flex,46,1.16388,1.18681,1.18681,1.18681,4.01000,0.00000
v4_train39,26,wrist_roll,46,0.16436,0.17582,0.35165,0.35165,1.15000,0.00000
v4_train39,26,gripper,46,0.35467,0.38861,0.38861,0.38861,9.17000,0.00000
v4_train39,27,shoulder_pan,37,0.98604,0.96703,1.05494,1.14286,4.58000,0.00000
v4_train39,27,shoulder_lift,37,0.46095,0.17583,1.84615,2.90110,5.16000,0.00000
v4_train39,27,elbow_flex,37,1.54796,1.36263,4.12308,4.35165,5.73000,0.00000
v4_train39,27,wrist_flex,37,0.48827,0.48352,0.78242,0.92308,4.01000,0.00000
v4_train39,27,wrist_roll,37,0.32551,0.35165,0.35165,0.35165,1.15000,0.00000
v4_train39,27,gripper,37,0.31960,0.31960,0.31960,0.31960,9.17000,0.00000
v4_train39,28,shoulder_pan,33,0.61538,0.61538,0.61538,0.61538,4.58000,0.00000
v4_train39,28,shoulder_lift,33,0.71661,0.43956,2.77802,4.04395,5.16000,0.00000
v4_train39,28,elbow_flex,33,2.29237,2.06593,3.66593,4.43956,5.73000,0.00000
v4_train39,28,wrist_flex,33,0.88844,0.92308,0.92308,0.92308,4.01000,0.00000
v4_train39,28,wrist_roll,33,0.25574,0.26374,0.26374,0.26374,1.15000,0.00000
v4_train39,28,gripper,33,0.39449,0.39449,0.39449,0.39449,9.17000,0.00000
v4_train39,29,shoulder_pan,26,0.38208,0.43956,0.52747,0.52747,4.58000,0.00000
v4_train39,29,shoulder_lift,26,0.55452,0.43956,0.96703,1.31868,5.16000,0.00000
v4_train39,29,elbow_flex,26,3.09383,2.85714,4.28571,4.61539,5.73000,0.00000
v4_train39,29,wrist_flex,26,0.79121,0.83517,0.92308,0.92308,4.01000,0.00000
v4_train39,29,wrist_roll,26,0.11834,0.08791,0.24176,0.26374,1.15000,0.00000
v4_train39,29,gripper,26,0.17569,0.17569,0.17569,0.17569,9.17000,0.00000
v4_train39,30,shoulder_pan,28,0.35165,0.35165,0.35165,0.35165,4.58000,0.00000
v4_train39,30,shoulder_lift,28,0.53375,0.30770,2.18901,2.81319,5.16000,0.00000
v4_train39,30,elbow_flex,28,1.78022,1.27473,4.08791,4.17583,5.73000,0.00000
v4_train39,30,wrist_flex,28,0.11303,0.04396,0.30769,0.30769,4.01000,0.00000
v4_train39,30,wrist_roll,28,0.29513,0.30769,0.35165,0.35165,1.15000,0.00000
v4_train39,30,gripper,28,0.32156,0.32156,0.32156,0.32156,9.17000,0.00000
v4_train39,31,shoulder_pan,16,0.54945,0.57143,0.61539,0.61539,4.58000,0.00000
v4_train39,31,shoulder_lift,16,0.69231,0.65934,1.36263,1.75824,5.16000,0.00000
v4_train39,31,elbow_flex,16,2.62637,2.32967,3.95605,4.35165,5.73000,0.00000
v4_train39,31,wrist_flex,16,0.34066,0.30769,0.57143,0.57143,4.01000,0.00000
v4_train39,31,wrist_roll,16,0.31319,0.30769,0.37363,0.43956,1.15000,0.00000
v4_train39,31,gripper,16,0.23251,0.23251,0.23251,0.23251,9.17000,0.00000
v4_train39,32,shoulder_pan,25,0.62945,0.61539,0.70330,0.70330,4.58000,0.00000
v4_train39,32,shoulder_lift,25,0.34110,0.35165,0.43956,0.43956,5.16000,0.00000
v4_train39,32,elbow_flex,25,2.59692,2.15385,4.26374,4.43956,5.73000,0.00000
