dataset,episode_a,frame_a,episode_b,frame_b,state_l2_dist_deg,shoulder_lift_action_delta_a,shoulder_lift_action_delta_b,shoulder_lift_diff_deg,elbow_flex_action_delta_a,elbow_flex_action_delta_b,elbow_flex_diff_deg,max_key_joint_diff_deg
v4_train39,0,6,28,32,1.28605,-0.52747,4.04395,4.57143,-2.41758,-4.43956,2.02198,4.57143
v4_train39,0,7,28,32,1.28605,-0.52747,4.04395,4.57143,-2.41758,-4.43956,2.02198,4.57143
v4_train39,0,8,28,32,1.28605,-0.52747,4.04395,4.57143,-2.41758,-4.43956,2.02198,4.57143
v4_train39,0,9,28,32,1.28605,-0.52747,4.04395,4.57143,-2.41758,-4.43956,2.02198,4.57143
v4_train39,0,10,28,32,1.28605,-0.52747,4.04395,4.57143,-2.41758,-4.43956,2.02198,4.57143
v4_train39,0,11,28,32,1.28605,-0.52747,4.04395,4.57143,-2.41758,-4.43956,2.02198,4.57143
v4_train39,0,12,28,32,1.28605,-0.52747,4.04395,4.57143,-2.41758,-4.43956,2.02198,4.57143
v4_train39,0,13,28,32,1.28605,-0.52747,4.04395,4.57143,-2.41758,-4.43956,2.02198,4.57143
v4_train39,0,14,28,32,1.28605,-0.52747,4.04395,4.57143,-2.41758,-4.43956,2.02198,4.57143
v3_clean,10,38,14,59,1.27658,3.95605,-0.52747,4.48352,-4.26374,-2.41758,1.84616,4.48352
v3_clean,10,38,14,60,1.27658,3.95605,-0.52747,4.48352,-4.26374,-2.41758,1.84616,4.48352
v3_clean,10,38,14,61,1.27658,3.95605,-0.52747,4.48352,-4.26374,-2.41758,1.84616,4.48352
v3_clean,10,38,14,62,1.27658,3.95605,-0.52747,4.48352,-4.26374,-2.50549,1.75825,4.48352
v4_train39,0,15,28,32,1.28605,-0.43956,4.04395,4.48351,-2.41758,-4.43956,2.02198,4.48351
v4_train39,0,16,28,32,1.28605,-0.43956,4.04395,4.48351,-2.41758,-4.43956,2.02198,4.48351
v4_train39,0,17,28,32,1.28605,-0.43956,4.04395,4.48351,-2.41758,-4.43956,2.02198,4.48351
