seed,shoulder_pan,shoulder_lift,elbow_flex,wrist_flex,wrist_roll,gripper,clamp_joint_count,any_clamp,clamped_joints,l2_error_vs_gt_deg
0,-1.367759,6.418061,-14.718579,0.602272,0.441757,1.336270,2,1,"shoulder_lift;elbow_flex",10.683377
1,0.169078,12.529954,-7.377621,-1.660824,0.540373,0.643517,2,1,"shoulder_lift;elbow_flex",9.355214
2,2.326274,0.928422,-2.817006,-0.239643,0.439078,0.657849,0,0,"",4.236565
3,2.227019,3.005906,-8.364537,1.680237,0.406070,0.982698,1,1,"elbow_flex",4.804683
4,-1.690581,3.263238,-7.062405,0.195622,0.582283,2.405392,1,1,"elbow_flex",4.209898
5,1.500804,5.947290,-6.428761,1.517674,0.488650,-0.398178,2,1,"shoulder_lift;elbow_flex",3.374854
6,1.526654,1.974900,-5.774831,1.377224,0.229348,0.603904,1,1,"elbow_flex",3.008349
7,0.692502,6.810815,-8.004323,0.670849,0.350897,-0.592492,2,1,"shoulder_lift;elbow_flex",4.569539
8,0.287683,1.852174,-2.021993,0.084622,0.610155,1.076096,0,0,"",3.641602
9,1.160672,1.553170,-5.851956,0.289356,0.382019,-0.056165,1,1,"elbow_flex",2.855548
10,1.387422,7.155213,-6.993550,-0.618484,0.425406,0.941525,2,1,"shoulder_lift;elbow_flex",4.526602
11,0.813035,1.752427,-6.268407,0.074124,0.546562,1.058503,1,1,"elbow_flex",3.153256
12,1.387229,-3.657470,-3.506200,-0.394733,0.137266,1.850091,0,0,"",8.029742
13,3.063966,2.203454,-4.401944,0.756016,0.520102,0.727543,0,0,"",3.593868
14,0.786895,4.427468,-7.128156,-1.066028,0.412792,0.785547,1,1,"elbow_flex",3.182760
15,-0.888654,8.865075,-7.988896,-1.302799,0.508620,0.529214,2,1,"shoulder_lift;elbow_flex",6.393832
16,-1.637124,8.980775,-10.567792,2.514393,0.492057,1.456036,2,1,"shoulder_lift;elbow_flex",8.580124
17,-0.221959,3.000619,-3.424405,-2.026111,0.392626,0.334124,0,0,"",2.834449
18,3.365716,0.941560,-3.941975,-0.127422,0.052234,1.268361,0,0,"",4.675650
19,2.201734,0.906350,1.718089,-4.048954,0.764440,2.091002,1,1,"wrist_flex",8.818071
