seed,shoulder_pan,shoulder_lift,elbow_flex,wrist_flex,wrist_roll,gripper,clamp_joint_count,any_clamp,clamped_joints,l2_error_vs_gt_deg
0,-2.448874,7.916505,-12.567532,1.150578,0.219935,0.190535,2,1,"shoulder_lift;elbow_flex",9.366879
1,-1.170928,14.146379,-9.669743,0.280338,0.321439,-0.084710,2,1,"shoulder_lift;elbow_flex",11.542533
2,-0.582593,5.007486,-5.664525,0.778488,0.315238,0.736061,0,0,"",2.137116
3,-0.481229,5.620958,-8.958630,2.055733,0.213920,0.594044,2,1,"shoulder_lift;elbow_flex",5.164112
4,-2.123893,6.376664,-8.163777,0.595360,0.413075,1.183895,2,1,"shoulder_lift;elbow_flex",5.179861
5,-0.770967,7.830156,-8.298459,1.960137,0.252094,0.048244,2,1,"shoulder_lift;elbow_flex",5.782759
6,-1.168879,4.475961,-7.493085,1.943760,0.094872,0.368180,1,1,"elbow_flex",3.733643
7,-1.386811,8.866746,-8.251233,1.367375,0.180219,-0.687342,2,1,"shoulder_lift;elbow_flex",6.493849
8,-1.275247,6.052049,-4.940686,1.478146,0.420083,0.179515,1,1,"shoulder_lift",3.012235
9,-1.364493,6.188256,-8.252438,1.062843,0.237627,-0.196954,2,1,"shoulder_lift;elbow_flex",4.670758
10,-1.082089,9.804490,-9.172299,0.457489,0.199302,0.914022,2,1,"shoulder_lift;elbow_flex",7.697653
11,-1.097466,5.248140,-7.712705,1.176090,0.375374,0.865011,2,1,"shoulder_lift;elbow_flex",3.956790
12,-1.009650,0.673616,-6.471890,0.881542,0.132783,1.180604,1,1,"elbow_flex",4.219001
13,-0.287772,6.030107,-7.558408,1.363503,0.365954,0.465267,2,1,"shoulder_lift;elbow_flex",3.960257
14,-1.411933,7.385430,-7.966878,0.179386,0.269427,0.208402,2,1,"shoulder_lift;elbow_flex",5.151220
15,-2.005628,10.746980,-9.134221,0.128193,0.279807,0.107246,2,1,"shoulder_lift;elbow_flex",8.533739
16,-2.792901,10.389070,-11.056523,2.621693,0.298775,0.773092,2,1,"shoulder_lift;elbow_flex",9.997061
17,-1.876981,7.116182,-5.351994,-0.179661,0.244956,-0.155212,1,1,"shoulder_lift",3.950252
18,0.112102,5.884088,-7.823911,1.528099,0.001643,0.474499,2,1,"shoulder_lift;elbow_flex",4.088546
19,-0.427409,6.342057,-2.919728,-1.180519,0.702950,1.153720,1,1,"shoulder_lift",3.757955
