seed,shoulder_pan,shoulder_lift,elbow_flex,wrist_flex,wrist_roll,gripper,clamp_joint_count,any_clamp,clamped_joints,l2_error_vs_gt_deg
0,-4.573862,6.819131,-17.465306,0.784294,0.413385,0.454107,2,1,"shoulder_lift;elbow_flex",14.055604
1,-2.794734,14.509385,-11.328770,-0.525505,0.537007,-0.074924,2,1,"shoulder_lift;elbow_flex",12.966763
2,-1.607543,1.593217,-4.850270,-0.353618,0.448999,0.145918,0,0,"",3.040784
3,-0.819470,4.395745,-11.603406,2.223621,0.380257,0.475860,1,1,"elbow_flex",7.414299
4,-6.040794,5.166482,-9.264371,0.017651,0.740103,1.937904,3,1,"shoulder_pan;shoulder_lift;elbow_flex",8.232663
5,-1.228320,6.665506,-6.729573,1.962052,0.535359,-0.900932,2,1,"shoulder_lift;elbow_flex",4.245750
6,-1.113420,3.201532,-8.046269,1.384129,0.183565,-0.000783,1,1,"elbow_flex",3.925526
7,-1.891236,7.916810,-8.446271,0.772019,0.306572,-1.255000,2,1,"shoulder_lift;elbow_flex",6.055754
8,-4.368310,2.909547,-4.520390,0.361363,0.666696,0.311539,0,0,"",4.750509
9,-2.053370,2.721368,-7.090253,-0.030941,0.362978,-0.836292,1,1,"elbow_flex",3.597282
10,-2.257211,9.616044,-9.884183,-0.268627,0.383468,0.581190,2,1,"shoulder_lift;elbow_flex",8.245855
11,-2.304898,3.515283,-8.665059,0.657818,0.656152,1.055669,1,1,"elbow_flex",5.031956
12,-2.511720,-5.012343,-4.480130,-1.288299,0.112117,1.734511,0,0,"",9.625261
13,-0.597697,4.551690,-6.948537,0.840695,0.632023,0.330165,1,1,"elbow_flex",2.799601
14,-3.277507,5.774964,-9.025853,-1.105282,0.426494,0.397482,2,1,"shoulder_lift;elbow_flex",6.127900
15,-4.015901,9.992364,-11.362759,-0.570717,0.485942,0.133560,2,1,"shoulder_lift;elbow_flex",10.087874
16,-5.376266,9.831750,-11.726201,2.642216,0.574217,0.959229,3,1,"shoulder_pan;shoulder_lift;elbow_flex",11.175921
17,-4.777245,5.458711,-4.270764,-2.051441,0.452386,-0.983894,2,1,"shoulder_pan;shoulder_lift",5.750711
18,-0.830331,3.138414,-6.218549,-0.329300,0.026342,0.414297,1,1,"elbow_flex",2.229569
19,-2.740008,1.679101,-0.045750,-3.932789,0.937757,1.021239,0,0,"",7.367117
