seed,shoulder_pan,shoulder_lift,elbow_flex,wrist_flex,wrist_roll,gripper,clamp_joint_count,any_clamp,clamped_joints,l2_error_vs_gt_deg
0,-1.623333,5.905152,-11.543736,0.894253,0.209347,0.799562,2,1,"shoulder_lift;elbow_flex",7.562318
1,0.060190,12.913270,-8.408894,-0.029098,0.338343,0.531165,2,1,"shoulder_lift;elbow_flex",9.858472
2,0.329555,2.692582,-3.875798,0.496105,0.312201,1.254715,0,0,"",2.161851
3,0.556583,3.395356,-7.543256,1.927944,0.209359,1.213633,1,1,"elbow_flex",3.782050
4,-1.452120,4.586236,-6.736226,0.313172,0.447155,1.896413,1,1,"elbow_flex",3.588627
5,0.214351,6.073739,-6.375790,1.838333,0.257599,0.517615,2,1,"shoulder_lift;elbow_flex",3.377652
6,-0.063220,2.141023,-5.627110,1.743107,0.061133,0.924857,0,0,"",2.821328
7,-0.454815,6.878160,-6.516034,1.158573,0.147210,-0.250101,2,1,"shoulder_lift;elbow_flex",3.743286
8,-0.434456,4.035424,-3.030248,1.197102,0.431708,0.748997,0,0,"",2.298770
9,-0.447838,3.956079,-6.450307,0.851261,0.221087,0.368504,1,1,"elbow_flex",2.175788
10,0.096368,8.337915,-7.609013,0.234234,0.191824,1.617339,2,1,"shoulder_lift;elbow_flex",5.725809
11,-0.099059,3.115953,-6.208333,0.843990,0.389080,1.525248,1,1,"elbow_flex",2.684519
12,-0.095181,-2.124221,-4.731694,0.524006,0.080184,1.966307,0,0,"",6.430421
13,0.832660,4.085694,-5.905873,1.108540,0.382236,1.053122,1,1,"elbow_flex",2.246062
14,-0.524659,5.530709,-6.596066,-0.185020,0.258933,0.857030,2,1,"shoulder_lift;elbow_flex",2.975093
15,-1.045121,9.097100,-7.848424,-0.213962,0.283831,0.753203,2,1,"shoulder_lift;elbow_flex",6.384891
16,-2.043412,8.670808,-9.518353,2.491520,0.304631,1.374496,2,1,"shoulder_lift;elbow_flex",7.760240
17,-0.962664,5.207254,-3.319440,-0.622486,0.228035,0.300090,1,1,"shoulder_lift",2.442248
18,1.363069,4.003862,-6.202512,1.346012,-0.068940,1.258332,1,1,"elbow_flex",2.777002
19,0.823400,4.603158,-1.174741,-1.548832,0.725854,1.972508,0,0,"",4.674463
