seed,shoulder_pan,shoulder_lift,elbow_flex,wrist_flex,wrist_roll,gripper,clamp_joint_count,any_clamp,clamped_joints,l2_error_vs_gt_deg
0,-4.857631,5.164102,-17.816120,1.745716,0.098139,0.278324,3,1,"shoulder_pan;shoulder_lift;elbow_flex",14.282770
1,-1.927186,15.582368,-13.251903,-0.004413,0.366693,0.340797,2,1,"shoulder_lift;elbow_flex",14.728583
2,-1.887891,0.324014,-6.566943,1.184742,0.247295,0.785669,1,1,"elbow_flex",4.785153
3,-1.026206,2.641343,-12.478557,3.193707,0.100001,0.530517,1,1,"elbow_flex",8.624668
4,-5.285143,5.059449,-11.114086,1.225285,0.452050,2.167853,2,1,"shoulder_pan;elbow_flex",8.998569
5,-1.908576,6.303849,-10.494838,3.221378,0.241696,-0.136290,2,1,"shoulder_lift;elbow_flex",7.348332
6,-1.817140,2.279000,-10.606838,2.903351,-0.103143,0.445310,1,1,"elbow_flex",7.084107
7,-2.722617,8.205606,-12.699588,2.287785,0.052943,-0.830036,2,1,"shoulder_lift;elbow_flex",9.855153
8,-3.582961,4.443597,-7.381252,2.306271,0.421961,0.741537,1,1,"elbow_flex",5.277615
9,-2.524117,2.086496,-10.868190,1.721928,0.086242,-0.253446,1,1,"elbow_flex",7.200893
10,-2.217975,9.841409,-11.926143,0.568714,0.151468,0.697464,2,1,"shoulder_lift;elbow_flex",9.801785
11,-1.845157,2.953080,-11.118450,1.706715,0.380513,1.111962,1,1,"elbow_flex",7.190053
12,-3.644134,-6.133475,-7.670177,1.665417,-0.159970,2.290007,2,1,"shoulder_lift;elbow_flex",11.526975
13,-0.637618,3.239564,-9.016368,2.040585,0.316578,0.746741,1,1,"elbow_flex",5.004559
14,-3.030601,5.823037,-11.788951,0.289044,0.205865,0.310516,2,1,"shoulder_lift;elbow_flex",8.127329
15,-3.313794,11.619805,-14.085185,0.261288,0.291882,0.315946,2,1,"shoulder_lift;elbow_flex",12.747369
16,-4.834048,9.498109,-15.452243,4.197144,0.209049,1.590831,4,1,"shoulder_pan;shoulder_lift;elbow_flex;wrist_flex",13.921128
17,-4.216025,6.189935,-6.751918,-0.790012,0.186029,-0.276158,2,1,"shoulder_lift;elbow_flex",5.508238
18,0.080888,2.702539,-9.394733,1.873669,-0.289503,0.939696,1,1,"elbow_flex",5.345699
19,-0.699224,3.405526,-2.851108,-1.715462,0.844532,2.268442,0,0,"",3.926205
