seed,shoulder_pan,shoulder_lift,elbow_flex,wrist_flex,wrist_roll,gripper,clamp_joint_count,any_clamp,clamped_joints,l2_error_vs_gt_deg
0,-0.731797,3.490098,-11.053258,0.142155,-0.047593,0.834996,1,1,"elbow_flex",6.841982
1,-0.592631,10.743066,-10.051778,-0.550297,0.167429,0.891018,2,1,"shoulder_lift;elbow_flex",9.257024
2,1.451772,1.531503,-6.043675,-0.200260,0.117846,0.951211,1,1,"elbow_flex",3.711741
3,1.375890,2.079545,-7.812749,0.818943,0.017340,1.009081,1,1,"elbow_flex",4.839352
4,-1.315795,2.912782,-7.506810,-0.378055,0.358948,1.711473,1,1,"elbow_flex",3.895610
5,0.880740,4.416474,-7.637982,0.961620,0.196332,0.450694,1,1,"elbow_flex",4.303590
6,0.827111,1.570695,-7.174313,0.724804,-0.180873,0.714362,1,1,"elbow_flex",4.270225
7,0.104159,5.555436,-8.511769,0.367291,0.011529,0.203230,2,1,"shoulder_lift;elbow_flex",4.889274
8,0.185842,3.502076,-5.408482,0.571015,0.488033,0.965241,0,0,"",2.554830
9,0.592902,2.260362,-7.089528,-0.314007,-0.075061,0.327525,1,1,"elbow_flex",3.382932
10,0.122102,5.692453,-8.255757,-0.288788,0.041258,1.117337,2,1,"shoulder_lift;elbow_flex",4.787853
11,0.884038,1.671029,-7.319684,0.237881,0.268893,1.043070,1,1,"elbow_flex",4.255205
12,0.779004,-2.301146,-5.254666,-0.401264,-0.348044,1.586595,0,0,"",6.427123
13,2.330052,2.564141,-6.329587,0.337643,0.274148,0.759194,1,1,"elbow_flex",4.136386
14,-0.029115,3.006745,-7.318654,-0.565521,0.019949,0.748589,1,1,"elbow_flex",3.255653
15,-0.819425,6.912995,-9.558904,-0.539486,0.236984,0.639214,2,1,"shoulder_lift;elbow_flex",6.257886
16,-1.319985,6.944566,-10.173261,1.192169,0.165087,1.278218,2,1,"shoulder_lift;elbow_flex",7.284246
17,-0.655076,4.159227,-5.648816,-1.059986,0.049127,0.254775,0,0,"",1.517333
18,1.173839,1.810769,-6.570996,-0.251190,-0.381821,1.035039,1,1,"elbow_flex",3.736166
19,0.927882,3.115907,-3.181729,-2.820019,0.854922,1.700203,0,0,"",3.513065
