seed,shoulder_pan,shoulder_lift,elbow_flex,wrist_flex,wrist_roll,gripper,clamp_joint_count,any_clamp,clamped_joints,l2_error_vs_gt_deg
0,-2.899983,8.373796,-14.043797,1.276425,0.245531,0.303781,2,1,"shoulder_lift;elbow_flex",10.967010
1,-1.640811,14.835755,-11.258382,0.414372,0.350083,0.004601,2,1,"shoulder_lift;elbow_flex",12.963585
2,-1.034560,5.371736,-7.049046,0.950585,0.328346,0.857821,2,1,"shoulder_lift;elbow_flex",3.427367
3,-0.926661,6.192842,-10.390782,2.233402,0.237425,0.707921,2,1,"shoulder_lift;elbow_flex",6.722746
4,-2.665952,7.109574,-9.891881,0.822006,0.445447,1.353889,2,1,"shoulder_lift;elbow_flex",7.062459
5,-1.228950,8.445420,-9.688794,2.145832,0.281296,0.113558,2,1,"shoulder_lift;elbow_flex",7.259462
6,-1.652591,4.903680,-8.866673,2.107910,0.108085,0.499733,1,1,"elbow_flex",5.173671
7,-1.867288,9.487901,-9.842160,1.517166,0.193322,-0.613847,2,1,"shoulder_lift;elbow_flex",8.057485
8,-1.687858,6.628663,-6.357312,1.667736,0.445363,0.330476,2,1,"shoulder_lift;elbow_flex",4.115128
9,-1.823358,6.526704,-9.566739,1.157978,0.252613,-0.039319,2,1,"shoulder_lift;elbow_flex",6.054460
10,-1.502736,10.525987,-10.699887,0.623390,0.228045,1.047188,2,1,"shoulder_lift;elbow_flex",9.289887
11,-1.492194,5.753366,-9.250012,1.362423,0.400316,0.977109,2,1,"shoulder_lift;elbow_flex",5.571956
12,-1.546308,0.953004,-7.821317,1.040432,0.134590,1.384364,1,1,"elbow_flex",5.037340
13,-0.700118,6.581163,-9.012654,1.596615,0.392054,0.568471,2,1,"shoulder_lift;elbow_flex",5.511986
14,-1.907590,8.000245,-9.648908,0.347340,0.294106,0.360883,2,1,"shoulder_lift;elbow_flex",6.883261
15,-2.464639,11.463121,-10.844830,0.237030,0.314510,0.254294,2,1,"shoulder_lift;elbow_flex",10.195872
16,-3.293172,11.207597,-12.559384,2.863903,0.327721,0.894033,2,1,"shoulder_lift;elbow_flex",11.732461
17,-2.305682,7.532418,-6.689900,-0.125408,0.262346,-0.026052,2,1,"shoulder_lift;elbow_flex",4.921146
18,-0.368218,6.388757,-9.139928,1.669178,-0.003177,0.666284,2,1,"shoulder_lift;elbow_flex",5.495889
19,-0.868028,6.806787,-4.157178,-1.072742,0.722642,1.307592,1,1,"shoulder_lift",3.862259
