seed,shoulder_pan,shoulder_lift,elbow_flex,wrist_flex,wrist_roll,gripper,clamp_joint_count,any_clamp,clamped_joints,l2_error_vs_gt_deg
0,-1.774262,1.535325,-10.459760,-0.318325,0.174756,0.913125,1,1,"elbow_flex",6.606168
1,-0.673663,10.098367,-5.323689,-1.680927,0.459971,0.972363,1,1,"shoulder_lift",6.815362
2,-0.081368,-1.540122,-2.220975,-0.229446,0.392854,1.314046,0,0,"",5.886105
3,0.188487,-0.115645,-7.539121,1.136635,0.137979,1.355390,1,1,"elbow_flex",5.626467
4,-3.251090,-1.089682,-4.258565,-0.655823,0.676846,2.813223,0,0,"",6.210746
5,-0.207410,2.404924,-3.958112,0.786053,0.400995,0.725836,0,0,"",2.572831
6,-0.072425,-0.982779,-4.166295,0.428841,-0.053329,1.486597,0,0,"",5.158341
7,-1.134820,4.365235,-6.483868,0.619785,0.112488,0.353329,1,1,"elbow_flex",2.932490
8,-1.555697,-1.373046,-0.215337,0.074330,0.971867,1.560294,0,0,"",6.961120
9,-0.615106,-0.724456,-4.223470,-0.212276,0.156433,0.589190,0,0,"",4.449549
10,-0.951772,4.968995,-5.465237,-0.870865,0.173324,1.417763,0,0,"",2.562631
11,0.082395,-2.018439,-2.775159,-0.677364,0.620481,1.323051,0,0,"",6.118350
12,-1.210368,-7.123221,-0.638928,-0.796306,-0.336405,2.935666,1,1,"shoulder_lift",11.801137
13,1.170140,-0.246207,-2.584187,-0.124096,0.709921,1.730013,0,0,"",5.192367
14,-1.738564,0.354249,-3.943158,-1.270054,0.253338,1.426652,0,0,"",3.832903
15,-1.812978,4.696382,-5.013310,-1.407783,0.436697,0.844647,0,0,"",2.169158
16,-3.132617,4.899552,-8.453381,1.718086,0.312129,2.395317,1,1,"elbow_flex",6.300311
17,-1.957734,2.072618,-1.529912,-1.848686,0.471182,0.417801,0,0,"",3.673324
18,-0.004224,0.439073,-4.184567,0.014168,-0.557921,1.939557,0,0,"",4.138597
19,0.607989,-1.225348,2.469875,-3.111355,1.601859,2.094025,1,1,"wrist_roll",9.191271
