seed,shoulder_pan,shoulder_lift,elbow_flex,wrist_flex,wrist_roll,gripper,clamp_joint_count,any_clamp,clamped_joints,l2_error_vs_gt_deg
0,-2.181905,4.447511,-11.952603,0.325237,0.297981,-0.071050,1,1,"elbow_flex",7.742874
1,-1.305942,10.758355,-7.844647,-0.778110,0.384063,-0.299215,2,1,"shoulder_lift;elbow_flex",7.830585
2,-0.033263,2.228486,-5.161023,-0.242451,0.332047,-0.185098,0,0,"",1.854319
3,-0.023936,2.071122,-7.319348,1.082600,0.284392,0.081444,1,1,"elbow_flex",3.409693
4,-2.177302,3.123109,-6.999287,0.169247,0.437701,0.727483,1,1,"elbow_flex",3.626919
5,-0.165402,4.320207,-6.116055,1.162739,0.368847,-0.800420,1,1,"elbow_flex",1.974824
6,-0.228120,1.668916,-6.180585,1.106293,0.187090,-0.341182,1,1,"elbow_flex",2.882960
7,-1.049367,5.355104,-7.494984,0.469257,0.267801,-0.855028,2,1,"shoulder_lift;elbow_flex",3.532371
8,-1.334418,2.745790,-4.556226,0.439781,0.447347,-0.104810,0,0,"",1.981376
9,-0.580108,2.335656,-6.428563,0.058247,0.283938,-0.794210,1,1,"elbow_flex",2.568126
10,-0.375432,5.398126,-6.881284,-0.122578,0.290135,0.119353,2,1,"shoulder_lift;elbow_flex",2.869425
11,-0.676856,2.714448,-7.142690,0.439381,0.437234,0.224033,1,1,"elbow_flex",3.011140
12,-1.098004,0.270036,-5.492390,-0.018246,0.119945,0.393735,0,0,"",3.993686
13,1.214379,2.377450,-5.265874,0.663815,0.417370,-0.329362,0,0,"",2.043620
14,-0.971230,4.080690,-6.886060,-0.440895,0.297112,-0.191121,1,1,"elbow_flex",2.668074
15,-1.679114,7.396569,-8.140988,-0.385605,0.369924,-0.285407,2,1,"shoulder_lift;elbow_flex",5.375685
16,-2.162101,6.406404,-9.102315,1.837334,0.368220,0.164112,2,1,"shoulder_lift;elbow_flex",5.924667
17,-1.265244,3.320741,-5.216039,-0.990795,0.288880,-0.606506,0,0,"",2.103747
18,0.030931,2.689386,-5.714368,0.327213,0.056290,0.110054,0,0,"",1.684281
19,-0.368752,2.381608,-2.320523,-1.999687,0.602098,0.699144,0,0,"",3.770500
