seed,shoulder_pan,shoulder_lift,elbow_flex,wrist_flex,wrist_roll,gripper,clamp_joint_count,any_clamp,clamped_joints,l2_error_vs_gt_deg
0,-5.156754,6.230935,-18.381100,2.034351,0.092578,0.284526,3,1,"shoulder_pan;shoulder_lift;elbow_flex",15.073378
1,-2.312552,16.420831,-14.026608,0.322231,0.358627,0.354458,2,1,"shoulder_lift;elbow_flex",15.905986
2,-2.165368,1.468415,-7.545865,1.425564,0.243174,0.779757,1,1,"elbow_flex",4.754357
3,-1.369412,3.828698,-13.232335,3.402516,0.104623,0.504771,1,1,"elbow_flex",9.353651
4,-5.332160,6.151689,-11.851636,1.473957,0.432926,2.150435,3,1,"shoulder_pan;shoulder_lift;elbow_flex",9.791364
5,-2.235427,7.397668,-11.384145,3.419560,0.236622,-0.081089,2,1,"shoulder_lift;elbow_flex",8.630737
6,-2.200990,3.415490,-11.553365,3.103115,-0.086621,0.477524,1,1,"elbow_flex",7.933587
7,-3.065787,9.219621,-13.571759,2.550350,0.065841,-0.753074,2,1,"shoulder_lift;elbow_flex",11.180543
8,-3.707795,5.559861,-8.320393,2.508972,0.406826,0.761206,2,1,"shoulder_lift;elbow_flex",6.191048
9,-2.848586,3.193696,-11.739087,1.960148,0.085226,-0.201870,1,1,"elbow_flex",7.963805
10,-2.526597,10.841485,-12.788678,0.861103,0.160129,0.698163,2,1,"shoulder_lift;elbow_flex",11.146576
11,-2.209037,4.152040,-12.009236,1.978527,0.362338,1.097904,1,1,"elbow_flex",8.108511
12,-3.777764,-5.006041,-8.339536,1.885750,-0.150476,2.241630,1,1,"elbow_flex",10.844366
13,-1.005389,4.382455,-10.029271,2.268402,0.306782,0.774337,1,1,"elbow_flex",6.043472
14,-3.331614,6.987291,-12.650037,0.602215,0.204507,0.296694,2,1,"shoulder_lift;elbow_flex",9.338143
15,-3.658525,12.647889,-14.883244,0.575623,0.286650,0.324112,2,1,"shoulder_lift;elbow_flex",14.067664
16,-5.011853,10.570871,-16.212758,4.402371,0.204629,1.611695,4,1,"shoulder_pan;shoulder_lift;elbow_flex;wrist_flex",15.088237
17,-4.395638,7.027978,-7.626538,-0.502422,0.181069,-0.215904,2,1,"shoulder_lift;elbow_flex",6.368285
18,-0.256234,3.751985,-10.144460,2.051335,-0.265694,0.947363,1,1,"elbow_flex",5.980565
19,-1.039405,4.201089,-3.740170,-1.443722,0.804422,2.134486,0,0,"",3.456774
