seed,shoulder_pan,shoulder_lift,elbow_flex,wrist_flex,wrist_roll,gripper,clamp_joint_count,any_clamp,clamped_joints,l2_error_vs_gt_deg
0,-1.796523,6.587685,-8.486427,0.650364,0.322070,0.679487,2,1,"shoulder_lift;elbow_flex",9.158816
1,-0.120666,13.913666,-4.928391,-0.228462,0.441857,0.505644,1,1,"shoulder_lift",14.058817
2,0.499288,3.403534,-0.607544,0.274380,0.421483,1.221580,0,0,"",3.921117
3,0.576018,4.153084,-4.520645,1.738083,0.319299,1.085983,0,0,"",5.210330
4,-1.394376,4.816696,-3.202377,0.026497,0.540808,1.725196,0,0,"",5.071472
5,0.292983,6.931587,-3.114761,1.520115,0.363894,0.492827,1,1,"shoulder_lift",7.068354
6,-0.046077,2.967964,-2.653694,1.594845,0.185705,0.834494,0,0,"",3.360562
7,-0.416194,8.085838,-3.743774,0.952374,0.269175,-0.271408,1,1,"shoulder_lift",8.147796
8,-0.361716,4.920372,0.168327,1.007175,0.552653,0.683935,0,0,"",5.367276
9,-0.456504,4.820213,-3.485939,0.667713,0.339427,0.305812,0,0,"",4.900199
10,0.013198,9.147667,-4.442856,0.002754,0.310751,1.466358,1,1,"shoulder_lift",9.407827
11,0.116319,3.897202,-2.882072,0.639584,0.507722,1.353372,0,0,"",4.131765
12,-0.052587,-2.055595,-1.355209,0.203266,0.193512,1.762894,0,0,"",2.932236
13,0.964684,4.754074,-2.298378,0.818001,0.487547,0.979640,0,0,"",5.028376
14,-0.579707,6.180603,-3.524223,-0.358467,0.378212,0.710088,1,1,"shoulder_lift",6.227445
15,-1.129031,9.989761,-4.698334,-0.410267,0.399285,0.711538,1,1,"shoulder_lift",10.196556
16,-1.990512,9.561584,-6.309067,2.195797,0.409641,1.321009,2,1,"shoulder_lift;elbow_flex",10.637482
17,-1.025872,6.079720,-0.196526,-0.789631,0.349284,0.215509,1,1,"shoulder_lift",6.266177
18,1.365985,4.409042,-2.807457,1.082447,0.052818,1.023915,0,0,"",4.981157
19,0.706080,5.123703,2.642067,-2.010448,0.830523,1.819167,0,0,"",7.519356
