seed,shoulder_pan,shoulder_lift,elbow_flex,wrist_flex,wrist_roll,gripper,clamp_joint_count,any_clamp,clamped_joints,l2_error_vs_gt_deg
0,-1.858236,8.417023,-10.185333,0.616646,0.275698,0.825839,2,1,"shoulder_lift;elbow_flex",11.991873
1,-0.150930,15.357597,-6.477600,-0.405441,0.399484,0.751246,2,1,"shoulder_lift;elbow_flex",15.824250
2,0.269522,5.019341,-2.276993,0.187683,0.381716,1.358075,0,0,"",5.033201
3,0.388129,6.022148,-6.128761,1.641327,0.276430,1.184489,2,1,"shoulder_lift;elbow_flex",7.685933
4,-1.654859,6.721909,-4.912857,-0.000286,0.498517,1.962654,1,1,"shoulder_lift",7.685141
5,0.190688,8.639153,-4.675560,1.496460,0.316495,0.599342,1,1,"shoulder_lift",9.167340
6,-0.213203,4.730347,-4.241966,1.481125,0.139512,0.934679,0,0,"",5.666476
7,-0.587673,9.833427,-5.325020,0.851978,0.233500,-0.161606,1,1,"shoulder_lift",10.376223
8,-0.568042,6.382393,-1.237000,0.858982,0.497428,0.909464,1,1,"shoulder_lift",6.475605
9,-0.580717,6.589622,-5.112083,0.627064,0.292797,0.398092,1,1,"shoulder_lift",7.340315
10,-0.079551,10.945732,-6.003670,-0.102036,0.267752,1.638800,2,1,"shoulder_lift;elbow_flex",11.601513
11,-0.176847,5.600960,-4.616997,0.580818,0.463887,1.493348,1,1,"shoulder_lift",6.357828
12,-0.483196,-0.297348,-3.002655,0.115265,0.158883,1.887626,0,0,"",2.491488
13,0.895054,6.305260,-3.827789,0.740852,0.435367,1.118138,1,1,"shoulder_lift",6.665583
14,-0.831539,8.060295,-5.145981,-0.391304,0.340633,0.900164,1,1,"shoulder_lift",8.597405
15,-1.404722,11.752747,-6.338661,-0.449608,0.349908,0.893579,2,1,"shoulder_lift;elbow_flex",12.492103
16,-2.071723,11.155663,-7.864510,2.090328,0.361773,1.447002,2,1,"shoulder_lift;elbow_flex",13.079016
17,-1.241487,7.576591,-1.579918,-0.931175,0.306964,0.434117,1,1,"shoulder_lift",7.475185
18,1.165377,6.150970,-4.446877,0.928078,0.007129,1.197131,1,1,"shoulder_lift",6.834776
19,0.521382,6.404892,1.195450,-2.074276,0.784485,1.946978,1,1,"shoulder_lift",7.194477
