seed,shoulder_pan,shoulder_lift,elbow_flex,wrist_flex,wrist_roll,gripper,clamp_joint_count,any_clamp,clamped_joints,l2_error_vs_gt_deg
0,-1.376420,4.549722,-10.790540,0.504402,0.230799,-0.590127,1,1,"elbow_flex",6.423493
1,-1.613652,10.587808,-8.303624,-1.114124,0.330450,-0.752370,2,1,"shoulder_lift;elbow_flex",8.006208
2,0.494731,1.598146,-4.851262,-0.633221,0.262086,-0.501424,0,0,"",2.488496
3,0.868819,1.502992,-6.935139,0.857575,0.204165,-0.420829,1,1,"elbow_flex",3.457933
4,-1.564265,2.271768,-6.110898,-0.460056,0.433093,0.002314,1,1,"elbow_flex",2.941316
5,0.091086,4.443139,-7.080823,0.972344,0.328157,-0.905084,1,1,"elbow_flex",2.737913
6,-0.073115,0.742158,-5.884999,0.558170,0.091166,-0.619510,1,1,"elbow_flex",3.417735
7,-0.245233,5.542565,-7.674008,0.275578,0.204269,-1.020116,2,1,"shoulder_lift;elbow_flex",3.593421
8,-0.654519,2.005174,-4.064305,0.152882,0.409812,-0.560441,0,0,"",2.184725
9,-0.452008,2.192315,-6.413823,-0.185726,0.204763,-0.698240,1,1,"elbow_flex",2.613211
10,-0.196717,5.450830,-7.070706,-0.604053,0.228142,-0.300605,2,1,"shoulder_lift;elbow_flex",3.074307
11,-0.131742,2.404069,-6.663495,0.233215,0.367475,-0.325700,1,1,"elbow_flex",2.576894
12,-0.626346,-2.143279,-3.875760,-0.930714,0.040207,-0.039281,0,0,"",6.224728
13,1.191657,2.632196,-5.856221,0.376606,0.369715,-0.583242,1,1,"elbow_flex",2.098001
14,-0.485761,2.786332,-6.093427,-0.863453,0.231943,-0.672349,1,1,"elbow_flex",2.278449
15,-1.228312,7.048219,-7.799596,-0.931957,0.301634,-0.901765,2,1,"shoulder_lift;elbow_flex",4.902924
16,-1.529965,5.946290,-8.570271,1.214615,0.342388,-0.365980,2,1,"shoulder_lift;elbow_flex",4.903715
17,-0.615729,2.716088,-4.416020,-1.566269,0.242925,-0.964404,0,0,"",2.388760
18,0.290236,2.136567,-5.556912,-0.549950,-0.017562,-0.459789,0,0,"",2.124711
19,0.016150,2.217363,-1.363988,-2.935482,0.583747,0.179268,0,0,"",4.896911
