seed,shoulder_pan,shoulder_lift,elbow_flex,wrist_flex,wrist_roll,gripper,clamp_joint_count,any_clamp,clamped_joints,l2_error_vs_gt_deg
0,-1.940751,7.292984,-9.376076,1.141132,0.239115,-0.050539,2,1,"shoulder_lift;elbow_flex",10.340498
1,-0.480430,13.932671,-5.949295,0.230938,0.349399,-0.354554,2,1,"shoulder_lift;elbow_flex",14.304820
2,0.278059,4.045998,-1.913948,0.798817,0.324427,0.482943,0,0,"",4.043170
3,0.333542,4.828987,-5.613083,2.167744,0.240486,0.308142,0,0,"",6.269989
4,-1.616926,5.499184,-4.511009,0.574455,0.459790,0.984832,1,1,"shoulder_lift",6.016798
5,0.025778,7.449295,-4.251060,2.002750,0.273702,-0.326084,1,1,"shoulder_lift",7.863541
6,-0.256896,3.714539,-3.896393,2.037800,0.100417,0.049035,0,0,"",4.439641
7,-0.623453,8.624878,-4.868683,1.445942,0.186233,-1.031544,1,1,"shoulder_lift",9.078785
8,-0.576408,5.402679,-1.169456,1.537220,0.450484,-0.120897,1,1,"shoulder_lift",5.494626
9,-0.663202,5.485733,-4.523239,1.133816,0.254709,-0.464269,1,1,"shoulder_lift",5.970193
10,-0.303466,9.597511,-5.616066,0.512463,0.228111,0.659950,1,1,"shoulder_lift",10.093344
11,-0.223648,4.637466,-4.146179,1.189373,0.412781,0.622841,0,0,"",5.071511
12,-0.379114,-0.924004,-2.787689,0.781025,0.114640,1.032247,0,0,"",1.737432
13,0.656706,5.457130,-3.529800,1.371845,0.391592,0.151558,1,1,"shoulder_lift",5.761306
14,-0.822015,6.715546,-4.595459,0.139782,0.295550,-0.003713,1,1,"shoulder_lift",7.017149
15,-1.461717,10.290115,-5.774658,0.100010,0.313147,-0.115123,2,1,"shoulder_lift;elbow_flex",10.809719
16,-2.232277,10.114120,-7.449562,2.691376,0.331470,0.530532,2,1,"shoulder_lift;elbow_flex",11.706999
17,-1.213995,6.618324,-1.521652,-0.243835,0.254228,-0.474451,1,1,"shoulder_lift",6.535906
18,1.083815,5.042702,-4.104492,1.466446,-0.036235,0.174970,0,0,"",5.715000
19,0.211922,5.619598,1.102287,-1.312435,0.719866,0.936839,1,1,"shoulder_lift",6.570879
