seed,shoulder_pan,shoulder_lift,elbow_flex,wrist_flex,wrist_roll,gripper,clamp_joint_count,any_clamp,clamped_joints,l2_error_vs_gt_deg
0,-1.824168,2.424142,-9.755856,-0.349895,0.185331,-0.138816,1,1,"elbow_flex",6.008721
1,-1.569238,8.846994,-9.138623,-1.427891,0.221189,0.194680,2,1,"shoulder_lift;elbow_flex",7.245547
2,-0.547683,-1.185035,-5.105573,-0.902397,0.200637,0.262877,0,0,"",5.141454
3,-0.553807,0.133218,-7.675977,-0.104587,0.184534,0.161028,1,1,"elbow_flex",5.137276
4,-2.128263,1.388711,-7.164212,-0.525043,0.257889,0.950234,1,1,"elbow_flex",4.648507
5,-0.805625,2.702340,-7.317426,0.321617,0.223696,-0.381227,1,1,"elbow_flex",3.635423
6,-0.682508,-1.379203,-6.110074,-0.337543,0.025386,0.238047,1,1,"elbow_flex",5.621357
7,-1.085647,2.864892,-7.798856,-0.325840,0.130800,-0.106357,1,1,"elbow_flex",3.907727
8,-1.340621,-0.018210,-5.577466,-0.378277,0.249772,0.064511,0,0,"",4.398711
9,-0.655372,-0.889365,-5.895139,-0.739536,0.177735,-0.247177,1,1,"elbow_flex",5.025290
10,-1.552314,3.534631,-7.947705,-1.200977,0.192516,0.326886,1,1,"elbow_flex",4.110885
11,-0.970262,1.223580,-7.457288,-0.378834,0.240832,0.545624,1,1,"elbow_flex",4.383434
12,-0.612449,-4.499411,-3.689328,-1.051422,0.019410,0.327845,0,0,"",8.384164
13,0.324615,0.696359,-6.990033,-0.321415,0.232465,0.043112,1,1,"elbow_flex",4.168161
14,-1.496568,1.716485,-7.237714,-0.987049,0.209508,-0.069623,1,1,"elbow_flex",3.986667
15,-1.871411,5.465203,-8.891171,-1.358070,0.234005,-0.091121,2,1,"shoulder_lift;elbow_flex",5.316773
16,-2.470363,3.573053,-9.323346,0.678066,0.232252,0.504071,1,1,"elbow_flex",6.025235
17,-1.488078,1.078790,-5.392667,-1.605278,0.207967,-0.205329,0,0,"",3.439481
18,-0.495404,-0.381141,-5.997968,-1.089561,-0.079269,0.317795,1,1,"elbow_flex",4.594679
19,-0.981242,0.840234,-3.658917,-3.415516,0.280366,0.844359,0,0,"",4.208379
