seed,shoulder_pan,shoulder_lift,elbow_flex,wrist_flex,wrist_roll,gripper,clamp_joint_count,any_clamp,clamped_joints,l2_error_vs_gt_deg
0,-1.276055,4.283067,-11.101292,-0.180767,0.338939,0.086138,1,1,"elbow_flex",6.697459
1,-1.428803,11.016641,-8.022557,-1.050770,0.415015,-0.321243,2,1,"shoulder_lift;elbow_flex",8.194641
2,1.145801,2.299005,-5.189999,-0.466106,0.394459,-0.107616,0,0,"",2.117089
3,0.840899,1.607041,-6.500600,0.697674,0.344003,0.269823,1,1,"elbow_flex",3.142215
4,-1.249532,3.552980,-7.083508,-0.183567,0.492357,0.639217,1,1,"elbow_flex",3.105650
5,0.137120,4.577951,-6.165662,0.980682,0.414327,-0.588399,1,1,"elbow_flex",1.952210
6,0.599292,1.092111,-6.141599,0.648697,0.219987,0.027310,1,1,"elbow_flex",3.258126
7,0.257894,5.551667,-7.472241,0.061115,0.294869,-0.735641,2,1,"shoulder_lift;elbow_flex",3.368357
8,-0.438872,2.734269,-4.175519,-0.010216,0.494731,-0.115348,0,0,"",1.513888
9,0.017360,2.421579,-6.737584,-0.206722,0.342508,-0.638570,1,1,"elbow_flex",2.662517
10,0.167386,6.571061,-7.282620,-0.316288,0.355462,0.513972,2,1,"shoulder_lift;elbow_flex",3.949952
11,0.129384,2.878610,-6.830930,0.006069,0.496726,0.431506,1,1,"elbow_flex",2.616200
12,0.081544,-0.162803,-4.923993,-0.463535,0.177859,0.371764,0,0,"",4.167824
13,1.825910,2.855874,-5.413594,0.410683,0.458113,-0.002370,0,0,"",2.195686
14,-0.185321,4.050149,-6.612462,-0.853420,0.350168,-0.235399,1,1,"elbow_flex",2.345839
15,-1.454284,8.116861,-8.473096,-0.750332,0.399140,-0.027702,2,1,"shoulder_lift;elbow_flex",6.070881
16,-1.456515,6.962960,-9.146695,1.431698,0.400372,0.375462,2,1,"shoulder_lift;elbow_flex",5.913399
17,-0.335876,3.688531,-5.161465,-1.472652,0.357087,-0.520666,0,0,"",1.922053
18,1.085277,2.038270,-5.009839,-0.118736,0.100579,0.278033,0,0,"",2.200158
19,0.418073,2.523255,-2.605870,-2.695660,0.651898,0.647002,0,0,"",3.986318
