seed,shoulder_pan,shoulder_lift,elbow_flex,wrist_flex,wrist_roll,gripper,clamp_joint_count,any_clamp,clamped_joints,l2_error_vs_gt_deg
0,-0.341962,1.199388,-8.403264,-0.380794,-0.082605,0.438305,1,1,"elbow_flex",4.738012
1,0.114066,8.804505,-6.616132,-1.037262,0.134721,0.569701,2,1,"shoulder_lift;elbow_flex",5.856990
2,1.228593,-0.532096,-2.973843,-0.572483,0.026645,0.695609,0,0,"",4.872445
3,1.079507,-0.400557,-6.069852,0.118389,-0.041342,0.876778,1,1,"elbow_flex",4.928904
4,-1.091413,-0.488097,-4.431172,-0.628460,0.362464,1.447106,0,0,"",4.458201
5,0.959107,1.909471,-4.890920,0.158547,0.178120,0.190524,0,0,"",2.735208
6,0.918822,-1.255584,-4.393002,-0.200447,-0.216499,0.786997,0,0,"",5.263258
7,0.458432,3.814134,-6.045499,0.029156,-0.047191,-0.026245,1,1,"elbow_flex",2.333155
8,0.587174,-0.471084,-1.930432,-0.166942,0.506811,0.856104,0,0,"",5.144877
9,0.235274,-0.487265,-4.020657,-0.976093,-0.144794,0.267888,0,0,"",4.194568
10,0.545579,3.615235,-5.588536,-0.746273,-0.061428,0.758582,0,0,"",2.089450
11,0.588092,-0.419455,-4.808102,-0.302254,0.251421,1.006850,0,0,"",4.463214
12,0.362830,-5.380004,-1.828847,-0.713619,-0.402171,1.486830,1,1,"shoulder_lift",9.540858
13,1.952155,0.164941,-3.803159,-0.370174,0.301841,0.809733,0,0,"",4.551510
14,0.009622,0.509942,-4.462544,-0.970241,0.028405,0.676266,0,0,"",3.273331
15,-0.122886,4.270379,-5.992032,-0.922264,0.134558,0.398373,1,1,"elbow_flex",1.994343
16,-0.861770,4.260522,-7.488561,0.928707,0.173039,1.293350,1,1,"elbow_flex",4.103941
17,-0.243632,1.826936,-2.795514,-1.452251,0.038555,0.284266,0,0,"",2.521262
18,0.980910,-0.000815,-3.802708,-0.334225,-0.550597,0.905800,0,0,"",4.277466
19,1.022460,0.083017,-0.070454,-2.299068,0.912740,1.501616,0,0,"",6.290627
